DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Sigma-T (s t),Sigma (s),pH,pH (mV),Turbidity (FNU),TSS (mg/L),ODO (% Sat),ODO (mg/L)
5/23/2021,1:10:21 PM,<None>,,-17.49066 °,-149.82625 °,756.4,60254.9,55809.9,36.93,55321.8,36276,84.5,23.5,23.5,7.81,-91.8,0.5,0,111,6.94
5/23/2021,1:10:51 PM,<None>,,-17.49066 °,-149.82625 °,756.4,60269.3,55809,36.92,55319.1,36276,84.5,23.4,23.4,7.81,-91.9,0.6,0,111.2,6.95
5/23/2021,1:11:21 PM,<None>,,-17.49065 °,-149.82625 °,756.3,60260.7,55816.6,36.93,55328.7,36281,84.5,23.5,23.5,7.81,-91.9,0.51,0,111.3,6.96
5/23/2021,1:11:51 PM,<None>,,-17.49065 °,-149.82625 °,756.4,60216.3,55830.5,36.94,55349.3,36290,84.4,23.5,23.5,7.81,-91.8,0.53,0,110.4,6.91
5/23/2021,1:12:21 PM,<None>,,-17.49066 °,-149.82625 °,756.3,60228.6,55810.9,36.93,55326,36277,84.5,23.5,23.5,7.81,-91.8,0.56,0,111,6.94
5/23/2021,1:12:51 PM,<None>,,-17.49066 °,-149.82625 °,756.4,60214.5,55804.9,36.92,55320.9,36273,84.5,23.5,23.5,7.81,-91.8,0.58,0,110.3,6.9
5/23/2021,1:13:21 PM,<None>,,-17.49066 °,-149.82623 °,756.4,60237.6,55809.4,36.93,55323.3,36276,84.5,23.5,23.5,7.81,-91.8,0.5,0,110.4,6.9
5/23/2021,1:13:51 PM,<None>,,-17.49066 °,-149.82623 °,756.4,60247.5,55815.9,36.93,55329.3,36280,84.5,23.5,23.5,7.81,-91.8,0.64,0,110,6.88
5/23/2021,1:14:21 PM,<None>,,-17.49066 °,-149.82623 °,756.4,60234.2,55825.2,36.94,55341.2,36286,84.5,23.5,23.5,7.81,-91.8,0.55,0,110,6.88
5/23/2021,1:14:51 PM,<None>,,-17.49065 °,-149.82625 °,756.4,59778.2,55349.2,36.58,54862.7,35977,84.5,23.2,23.2,7.81,-91.8,1.54,0,104.9,6.57
5/23/2021,1:15:21 PM,<None>,,-17.49063 °,-149.82625 °,756.3,59320.4,54784.4,36.15,54285.3,35610,84.8,22.8,22.8,7.81,-91.7,1.18,0,104.6,6.55
5/23/2021,1:17:18 PM,<None>,,-17.49062 °,-149.82625 °,756.2,59000.7,54511.3,35.95,54017.4,35432,84.8,22.7,22.7,7.8,-91.5,1.36,0,104.3,6.54
5/23/2021,1:17:48 PM,<None>,,-17.49061 °,-149.82625 °,756.3,59342.5,54828.4,36.19,54331.8,35638,84.8,22.9,22.9,7.8,-91.4,1.34,0,104.2,6.53
5/23/2021,1:18:18 PM,<None>,,-17.49061 °,-149.82626 °,756.1,59369.1,54849.3,36.2,54352,35652,84.8,22.9,22.9,7.8,-91.4,1.18,0,104.3,6.53
5/23/2021,1:18:48 PM,<None>,,-17.49062 °,-149.82626 °,756.2,59385.4,54857,36.21,54358.8,35657,84.8,22.9,22.9,7.8,-91.5,1.27,0,104.3,6.53
5/23/2021,1:19:18 PM,<None>,,-17.49062 °,-149.82626 °,756.2,59426.4,54878,36.22,54377.4,35671,84.8,22.9,22.9,7.8,-91.5,1.16,0,104.2,6.52
5/23/2021,1:19:48 PM,<None>,,-17.49063 °,-149.82626 °,756.2,59447.1,54882.8,36.23,54380.3,35674,84.8,22.9,22.9,7.8,-91.5,1.15,0,104.1,6.52
5/23/2021,1:20:18 PM,<None>,,-17.49062 °,-149.82626 °,756.3,59485.6,54956.9,36.28,54458.6,35722,84.8,22.9,22.9,7.8,-91.5,1.15,0,104.2,6.52
5/23/2021,1:20:48 PM,<None>,,-17.49066 °,-149.82625 °,756.3,13503.3,12448.7,7.09,12332.5,8092,85,1.1,1.1,8.26,-110,0.59,0,99.3,7.29
5/23/2021,1:21:18 PM,<None>,,-17.49068 °,-149.82625 °,756.3,13469.3,12413,7.06,12296.5,8068,85,1.1,1.1,8.13,-104.6,0.54,0,99.2,7.28
5/23/2021,1:21:48 PM,<None>,,-17.49066 °,-149.82626 °,756.2,13267.6,12227.7,6.95,12113.1,7948,85,1,1,8.03,-100.6,0.57,0,99.1,7.28
5/23/2021,1:22:18 PM,<None>,,-17.49066 °,-149.82628 °,756.2,13142.4,12113.8,6.88,12000.5,7874,85,0.9,0.9,7.96,-97.8,0.55,0,99.1,7.28
5/23/2021,1:22:48 PM,<None>,,-17.49065 °,-149.82629 °,756.1,13068.4,12047.6,6.84,11935.1,7831,85,0.9,0.9,7.92,-96.1,0.53,0,99,7.27
5/23/2021,1:23:18 PM,<None>,,-17.49066 °,-149.82628 °,756.1,12993.6,11984.8,6.8,11873.6,7790,84.9,0.9,0.9,7.88,-94.6,0.5,0,98.8,7.27
5/23/2021,1:23:48 PM,<None>,,-17.49065 °,-149.82631 °,756.2,12946.5,11946.8,6.78,11836.7,7765,84.9,0.9,0.9,7.85,-93.2,0.49,0,98.8,7.27
5/23/2021,1:24:18 PM,<None>,,-17.49065 °,-149.82629 °,756.2,12916.1,11927.9,6.77,11819.2,7753,84.8,0.9,0.9,7.81,-91.9,0.54,0,98.7,7.27
5/23/2021,1:24:48 PM,<None>,,-17.49065 °,-149.82629 °,756.1,12900.2,11924.8,6.77,11817.5,7751,84.7,0.9,0.9,7.79,-90.9,0.51,0,98.5,7.27
5/23/2021,1:25:18 PM,<None>,,-17.49064 °,-149.82631 °,756.1,12836.5,11881.5,6.74,11776.6,7723,84.6,0.9,0.9,7.76,-89.8,0.55,0,98.4,7.27
5/23/2021,1:25:48 PM,<None>,,-17.49065 °,-149.82631 °,756.2,12792.1,11840.8,6.72,11736.3,7697,84.6,0.9,0.9,7.74,-89.1,0.48,0,98.2,7.25
5/23/2021,1:26:18 PM,<None>,,-17.49065 °,-149.82629 °,756.2,12747.9,11804.3,6.69,11700.7,7673,84.5,0.9,0.9,7.72,-88.3,0.98,0,98,7.24
5/23/2021,1:26:48 PM,<None>,,-17.49063 °,-149.82625 °,756.2,153.3,147.4,0.07,146.8,96,80.8,-3.5,-3.5,7.34,-72.8,19.74,0,98.6,7.84
5/23/2021,1:26:56 PM,<None>,,-17.49063 °,-149.82625 °,756.1,59506,55380.4,36.61,54929,35997,84.1,23.3,23.3,7.18,-66.4,0.34,0,104.1,6.56
5/23/2021,1:27:26 PM,<None>,,-17.49063 °,-149.82625 °,756.4,59898.9,55643.2,36.81,55176.9,36168,84.2,23.4,23.4,7.54,-80.8,0.69,0,107.6,6.75
5/23/2021,1:27:56 PM,<None>,,-17.49062 °,-149.82626 °,756.3,60019.4,55716.5,36.86,55244.8,36216,84.3,23.4,23.4,7.63,-84.5,0.62,0,108.1,6.78
5/23/2021,1:28:26 PM,<None>,,-17.49062 °,-149.82625 °,756.4,60081.6,55768,36.9,55295.1,36249,84.3,23.5,23.5,7.7,-87.3,0.66,0,108.4,6.79
5/23/2021,1:28:56 PM,<None>,,-17.49063 °,-149.82623 °,756.4,60108.5,55786.2,36.91,55312.3,36261,84.3,23.5,23.5,7.73,-88.7,0.68,0,108.4,6.79
5/23/2021,1:29:26 PM,<None>,,-17.49063 °,-149.82623 °,756.3,60116.6,55783.9,36.91,55308.8,36260,84.3,23.5,23.5,7.76,-89.6,0.61,0,108.3,6.79
5/23/2021,1:29:56 PM,<None>,,-17.49062 °,-149.82623 °,756.3,60123.6,55791.7,36.92,55316.7,36265,84.3,23.5,23.5,7.77,-90.1,0.69,0,108.4,6.79
5/23/2021,1:30:26 PM,<None>,,-17.49061 °,-149.82625 °,756.3,60136.4,55802,36.92,55326.6,36271,84.3,23.5,23.5,7.78,-90.3,0.67,0,108.8,6.82
5/23/2021,1:30:56 PM,<None>,,-17.49062 °,-149.82626 °,756.2,60149.2,55803,36.92,55326.3,36272,84.3,23.5,23.5,7.78,-90.5,0.66,0,108.9,6.82
5/23/2021,1:31:26 PM,<None>,,-17.49062 °,-149.82626 °,756.1,60161.7,55818.4,36.93,55342.1,36282,84.3,23.5,23.5,7.78,-90.6,0.64,0,108.7,6.81
5/23/2021,1:31:56 PM,<None>,,-17.49062 °,-149.82625 °,756.3,60155.6,55823.7,36.94,55348.7,36285,84.3,23.5,23.5,7.79,-90.7,0.53,0,107.9,6.76
5/23/2021,1:32:26 PM,<None>,,-17.49063 °,-149.82626 °,756.2,60161.2,55832.2,36.95,55357.5,36291,84.3,23.5,23.5,7.79,-90.8,0.58,0,107.7,6.75
5/23/2021,1:32:56 PM,<None>,,-17.49063 °,-149.82626 °,756.2,60169.1,55837,36.95,55362,36294,84.3,23.5,23.5,7.79,-90.9,0.63,0,107.6,6.74
5/23/2021,1:33:26 PM,<None>,,-17.49063 °,-149.82626 °,756.1,60169.9,55837.8,36.95,55362.7,36295,84.3,23.5,23.5,7.79,-91,0.65,0,107.6,6.74
5/23/2021,1:33:56 PM,<None>,,-17.49063 °,-149.82626 °,756.2,60177,55840,36.95,55364.5,36296,84.3,23.5,23.5,7.79,-91.1,0.6,0,107.9,6.76
5/23/2021,1:34:26 PM,<None>,,-17.49064 °,-149.82628 °,756.2,60154,55807.6,36.93,55331,36275,84.3,23.5,23.5,7.8,-91.1,0.68,0,108.2,6.78
5/23/2021,1:34:56 PM,<None>,,-17.49063 °,-149.82628 °,756.2,1140.6,1067.9,0.52,1060,694,83.4,-3.5,-3.5,7.77,-90.2,21.13,0,99.4,7.68
5/23/2021,1:35:26 PM,<None>,,-17.49064 °,-149.82628 °,756.1,14003,13016,7.44,12907.9,8460,84.1,1.5,1.5,8.18,-106.6,6.35,0,99,7.31
5/23/2021,1:35:56 PM,<None>,,-17.49064 °,-149.82628 °,756.1,13911.5,12921.5,7.38,12813,8399,84.2,1.4,1.4,8.04,-100.8,6.52,0,99,7.31
5/23/2021,1:36:26 PM,<None>,,-17.49063 °,-149.82628 °,756.1,13859.5,12864.5,7.35,12755.4,8362,84.3,1.4,1.4,7.98,-98.7,6.54,0,99.2,7.32
5/23/2021,1:36:56 PM,<None>,,-17.49063 °,-149.82626 °,756.1,13820.1,12820.9,7.32,12711.3,8334,84.3,1.4,1.4,7.95,-97.2,6.14,0,99.4,7.33
5/23/2021,1:37:26 PM,<None>,,-17.49064 °,-149.82628 °,756,13795.1,12788.5,7.3,12678,8313,84.4,1.4,1.4,7.92,-96,6.03,0,99.4,7.33
5/23/2021,1:37:56 PM,<None>,,-17.49064 °,-149.82628 °,756.1,13778.5,12765.3,7.28,12654,8297,84.5,1.3,1.3,7.89,-94.9,6.36,0,99.3,7.32
5/23/2021,1:38:26 PM,<None>,,-17.49063 °,-149.82628 °,756.1,13769.6,12752.3,7.28,12640.5,8289,84.5,1.3,1.3,7.86,-93.8,6.35,0,99.2,7.3
5/23/2021,1:38:56 PM,<None>,,-17.49063 °,-149.82629 °,756.1,13763,12741,7.27,12628.8,8282,84.6,1.3,1.3,7.84,-92.9,5.32,0,99.3,7.31
5/23/2021,1:39:26 PM,<None>,,-17.49063 °,-149.82629 °,756.1,32795.6,30363.3,18.74,30096.1,19736,84.5,9.8,9.8,7.6,-83.2,1.64,0,99.2,6.88
5/23/2021,1:39:56 PM,<None>,,-17.49063 °,-149.82629 °,756.1,44358.1,41056.1,26.17,40693.3,26686,84.6,15.4,15.4,7.62,-84.2,1.42,0,101.7,6.75
5/23/2021,1:40:26 PM,<None>,,-17.49064 °,-149.82629 °,756.1,49294.8,45615.6,29.43,45211.3,29650,84.6,17.8,17.8,7.69,-86.9,1.21,0,102.4,6.67
5/23/2021,1:40:56 PM,<None>,,-17.49064 °,-149.82628 °,756.1,53875.5,49850.8,32.51,49408.6,32403,84.6,20.1,20.1,7.73,-88.4,1.2,0,102.8,6.58
5/23/2021,1:41:26 PM,<None>,,-17.49064 °,-149.82626 °,756.1,56331.8,52124.4,34.18,51662.1,33881,84.6,21.4,21.4,7.75,-89.4,1.2,0,103,6.53
5/23/2021,1:41:56 PM,<None>,,-17.49063 °,-149.82628 °,756.1,57841.2,53525.3,35.22,53051,34791,84.6,22.2,22.2,7.77,-90.1,1.18,0,103.1,6.51
5/23/2021,1:42:26 PM,<None>,,-17.49063 °,-149.82628 °,756.1,58696.1,54314,35.81,53832.5,35304,84.6,22.6,22.6,7.78,-90.4,1.17,0,103.2,6.49
5/23/2021,1:42:56 PM,<None>,,-17.49063 °,-149.82628 °,756.1,59301.1,54872.3,36.22,54385.6,35667,84.6,22.9,22.9,7.79,-90.7,1.06,0,103.2,6.47
5/23/2021,1:43:26 PM,<None>,,-17.49063 °,-149.82628 °,756.1,59640.8,55188.9,36.46,54699.7,35873,84.6,23.1,23.1,7.79,-91,1.12,0,103.2,6.47
5/23/2021,1:43:56 PM,<None>,,-17.49063 °,-149.82626 °,756.2,59866.9,55398.3,36.62,54907.3,36009,84.6,23.2,23.2,7.79,-91.1,1.14,0,103.2,6.46
5/23/2021,1:44:26 PM,<None>,,-17.49063 °,-149.82628 °,756.2,60009.7,55543.1,36.72,55052.3,36103,84.6,23.3,23.3,7.8,-91.2,1.11,0,103.2,6.46
5/23/2021,1:44:56 PM,<None>,,-17.49064 °,-149.82628 °,756.1,60094.6,55631.7,36.79,55141.4,36161,84.6,23.3,23.3,7.8,-91.3,1.15,0,103.2,6.45
5/23/2021,1:45:26 PM,<None>,,-17.49063 °,-149.82628 °,756.1,60153,55683.3,36.83,55192.2,36194,84.6,23.4,23.4,7.8,-91.3,1.1,0,103.2,6.45
5/23/2021,1:45:56 PM,<None>,,-17.49063 °,-149.82626 °,756.2,60197.7,55719.1,36.86,55227.1,36217,84.6,23.4,23.4,7.8,-91.4,1.07,0,103.1,6.45
5/23/2021,1:46:26 PM,<None>,,-17.49063 °,-149.82626 °,756.2,60218.4,55740.4,36.87,55248.5,36231,84.6,23.4,23.4,7.8,-91.4,1.15,0,103.2,6.45
5/23/2021,1:46:56 PM,<None>,,-17.49063 °,-149.82625 °,756.1,60229.6,55756.8,36.88,55265.4,36242,84.6,23.4,23.4,7.8,-91.5,1.09,0,103.1,6.45
5/23/2021,1:47:26 PM,<None>,,-17.49064 °,-149.82625 °,756.1,60231.6,55767.5,36.89,55277.2,36249,84.5,23.4,23.4,7.8,-91.5,1.11,0,103.1,6.45
5/23/2021,1:47:56 PM,<None>,,-17.49065 °,-149.82625 °,756.1,60233.3,55773.1,36.9,55283.2,36253,84.5,23.4,23.4,7.8,-91.5,1.11,0,103.1,6.45
5/23/2021,1:48:26 PM,<None>,,-17.49065 °,-149.82625 °,756.1,60219.7,55776.7,36.9,55288.9,36255,84.5,23.4,23.4,7.81,-91.5,1.1,0,103,6.45
5/23/2021,1:48:56 PM,<None>,,-17.49064 °,-149.82625 °,756.1,60220.4,55780.8,36.9,55293.3,36257,84.5,23.4,23.4,7.81,-91.5,1.22,0,103,6.45
5/23/2021,1:49:26 PM,<None>,,-17.49064 °,-149.82626 °,756.1,60222.4,55783.3,36.91,55295.9,36259,84.5,23.4,23.4,7.81,-91.6,1.14,0,103,6.44
5/23/2021,1:49:56 PM,<None>,,-17.49063 °,-149.82626 °,756.1,60218.8,55782.6,36.9,55295.5,36259,84.5,23.4,23.4,7.81,-91.6,1.16,0,103,6.44
5/23/2021,1:50:26 PM,<None>,,-17.49062 °,-149.82626 °,756.1,60212.8,55783.6,36.91,55297.3,36259,84.5,23.4,23.4,7.81,-91.7,1.15,0,103,6.44
5/23/2021,1:50:56 PM,<None>,,-17.49062 °,-149.82626 °,756.1,2108.1,1956,0.99,1939.3,1271,84.3,-3.3,-3.3,7.81,-91.6,4.61,0,98.2,7.49
5/23/2021,1:51:26 PM,<None>,,-17.49062 °,-149.82626 °,756.2,60073.7,55780.8,36.91,55310.3,36258,84.3,23.5,23.5,7.81,-91.6,4.94,0,105.6,6.62
5/23/2021,1:51:56 PM,<None>,,-17.49063 °,-149.82626 °,756.2,60096.6,55793.6,36.92,55321.9,36266,84.3,23.5,23.5,7.82,-92,0.61,0,107.3,6.73
5/23/2021,1:52:26 PM,<None>,,-17.49063 °,-149.82625 °,756.1,60095,55802,36.92,55331.4,36271,84.3,23.5,23.5,7.82,-92,0.61,0,107.3,6.73
5/23/2021,1:52:56 PM,<None>,,-17.49063 °,-149.82626 °,756.2,60098.6,55789.7,36.91,55317.4,36263,84.3,23.5,23.5,7.82,-92,0.56,0,107.2,6.72
5/23/2021,1:53:26 PM,<None>,,-17.49063 °,-149.82625 °,756.1,60104.1,55786.6,36.91,55313.3,36261,84.3,23.5,23.5,7.82,-92,0.55,0,107.4,6.73
5/23/2021,1:53:56 PM,<None>,,-17.49063 °,-149.82626 °,756.1,60098.2,55780.7,36.91,55307.3,36257,84.3,23.5,23.5,7.82,-92,1.17,0,107.7,6.75
5/23/2021,1:54:26 PM,<None>,,-17.49063 °,-149.82625 °,756.1,60103.6,55798.6,36.92,55326.7,36269,84.3,23.5,23.5,7.82,-92.1,0.89,0,107.6,6.74
5/23/2021,1:54:56 PM,<None>,,-17.49063 °,-149.82625 °,756.1,60105.3,55797.3,36.92,55325,36268,84.3,23.5,23.5,7.82,-92.1,0.86,0,107.5,6.74
5/23/2021,1:55:26 PM,<None>,,-17.49063 °,-149.82625 °,756.1,60097.8,55791.4,36.92,55319.4,36264,84.3,23.5,23.5,7.82,-92.1,0.68,0,107.5,6.73
5/23/2021,1:55:56 PM,<None>,,-17.49062 °,-149.82625 °,756.3,60096.4,55783.5,36.91,55310.6,36259,84.3,23.5,23.5,7.82,-92.2,0.73,0,107.7,6.75
5/23/2021,1:56:26 PM,<None>,,-17.49062 °,-149.82625 °,756.1,60109.6,55782.3,36.91,55307.9,36259,84.3,23.5,23.5,7.82,-92.2,0.8,0,108,6.77
5/23/2021,1:56:56 PM,<None>,,-17.49062 °,-149.82625 °,756.2,60119.8,55785.1,36.91,55309.7,36260,84.3,23.5,23.5,7.82,-92.2,0.74,0,107.9,6.76
5/23/2021,1:57:26 PM,<None>,,-17.49062 °,-149.82623 °,756.1,60127.6,55783.6,36.91,55307.1,36259,84.3,23.5,23.5,7.82,-92.2,0.7,0,108.3,6.78
