Location,lat,lon,CowTagID,Plate_Seep,Date,Time,DateTime,Tide,Day_Night,Salinity,Temperature,Phosphate_umolL,Silicate_umolL,NN_umolL,Ammonia_umolL
Cabral,-17.51721203,-149.912771,C17,Plate,8/9/2021,1:10:00,2021-08-09T01:10:00Z,High,Night,36.22,27.26,0.21,5.21,0.36,0.07
Cabral,-17.51721203,-149.912771,C17,Plate,8/9/2021,19:00:00,2021-08-09T19:00:00Z,Low,Night,36.1,27.73,0.12,4.02,0.09,0.02
Cabral,-17.51757103,-149.912982,C18,Plate,8/9/2021,7:00:00,2021-08-09T07:00:00Z,Low,Day,36.26,26.89,0.23,4.33,0.68,0.45
Cabral,-17.51757103,-149.912982,C18,Plate,8/9/2021,13:00:00,2021-08-09T13:00:00Z,High,Day,36.36,27.56,0.21,2.53,0.57,0.19
Cabral,-17.51757103,-149.912982,C18,Plate,8/9/2021,1:10:00,2021-08-09T01:10:00Z,High,Night,36.39,27.51,0.2,1.62,0.6,0.08
Cabral,-17.51757103,-149.912982,C18,Plate,8/9/2021,19:00:00,2021-08-09T19:00:00Z,Low,Night,35.99,27.7,0.17,1.88,0.43,0.02
Cabral,-17.51770397,-149.912893,C19,Plate,8/9/2021,7:00:00,2021-08-09T07:00:00Z,Low,Day,36.22,26.95,0.24,3.88,0.67,0.39
Cabral,-17.51770397,-149.912893,C19,Plate,8/9/2021,13:00:00,2021-08-09T13:00:00Z,High,Day,36.36,27.56,0.21,2.5,0.69,0.29
Cabral,-17.51770397,-149.912893,C19,Plate,8/9/2021,1:10:00,2021-08-09T01:10:00Z,High,Night,36.39,27.52,0.21,1.51,0.57,0.12
Cabral,-17.51770397,-149.912893,C19,Plate,8/9/2021,19:00:00,2021-08-09T19:00:00Z,Low,Night,36.13,27.66,0.2,2.63,0.67,0.1
Cabral,-17.51692303,-149.912724,C20,Plate,8/9/2021,7:00:00,2021-08-09T07:00:00Z,Low,Day,36.14,26.35,0.2,6.38,0.2,0.45
Cabral,-17.51692303,-149.912724,C20,Plate,8/9/2021,13:00:00,2021-08-09T13:00:00Z,High,Day,36.17,27.71,0.19,5.39,0.37,0.24
Cabral,-17.51692303,-149.912724,C20,Plate,8/9/2021,1:10:00,2021-08-09T01:10:00Z,High,Night,36.03,27.4,0.2,5.75,0.37,0.17
Cabral,-17.51692303,-149.912724,C20,Plate,8/9/2021,19:00:00,2021-08-09T19:00:00Z,Low,Night,36.15,27.83,0.22,3.01,0.66,0.09
Cabral,-17.516384,-149.912515,CSEEP,Seep,8/9/2021,7:00:00,2021-08-09T07:00:00Z,Low,Day,9.058,26.9,4.24,778.05,18.24,0.18
Cabral,-17.516384,-149.912515,CSEEP,Seep,8/9/2021,7:00:00,2021-08-09T07:00:00Z,Low,Day,9.073,26.9,4.24,778.05,18.24,0.18
Cabral,-17.516384,-149.912515,CSEEP,Seep,8/9/2021,13:00:00,2021-08-09T13:00:00Z,High,Day,35.45,27.55,0.36,20.18,0.74,0.11
Cabral,-17.516384,-149.912515,CSEEP,Seep,8/8/2021,19:00:00,2021-08-08T19:00:00Z,Low,Night,32.75,27.75,0.65,96.36,3.72,1.75
Cabral,-17.516384,-149.912515,CSEEP,Seep,8/8/2021,22:00:00,2021-08-08T22:00:00Z,Mid,Night,35.72,27.68,0.21,17.29,0.58,0.04
Cabral,-17.516384,-149.912515,CSEEP,Seep,8/9/2021,1:00:00,2021-08-09T01:00:00Z,High,Night,35.76,27.28,0.26,8.91,0.5,0.44
Cabral,-17.516384,-149.912515,CSEEP,Seep,8/9/2021,4:00:00,2021-08-09T04:00:00Z,Mid,Night,35.12,27.15,0.25,13.38,0.61,0.08
Cabral,-17.516384,-149.912515,CSEEP,Seep,8/9/2021,7:00:00,2021-08-09T07:00:00Z,Low,Day,30.06,26.9,1.04,182.72,4.49,0.19
Cabral,-17.516384,-149.912515,CSEEP,Seep,8/9/2021,10:00:00,2021-08-09T10:00:00Z,Mid,Day,35.71,26.97,0.27,12.49,0.5,0.63
Cabral,-17.516384,-149.912515,CSEEP,Seep,8/9/2021,13:00:00,2021-08-09T13:00:00Z,High,Day,36.18,27.55,0.15,7.15,0.09,0.06
Cabral,-17.516384,-149.912515,CSEEP,Seep,8/9/2021,16:10:00,2021-08-09T16:10:00Z,Mid,Day,35.49,27.83,0.22,18.96,0.96,0.02
Cabral,-17.516384,-149.912515,CSEEP,Seep,8/9/2021,19:00:00,2021-08-09T19:00:00Z,Low,Night,31.23,27.55,0.77,142.12,3.44,0.53
Cabral,-17.516384,-149.912515,CSEEP,Seep,8/9/2021,22:20:00,2021-08-09T22:20:00Z,Mid,Night,35.54,27.42,0.3,16.73,0.68,0.09
Cabral,-17.516384,-149.912515,CSEEP,Seep,8/10/2021,1:20:00,2021-08-10T01:20:00Z,High,Night,35.71,26.96,0.2,7.14,0.27,0.05
Cabral,-17.516384,-149.912515,CSEEP,Seep,8/10/2021,4:20:00,2021-08-10T04:20:00Z,Mid,Night,35.46,26.59,0.17,7.44,0.26,1.48
Cabral,-17.516384,-149.912515,CSEEP,Seep,8/10/2021,7:00:00,2021-08-10T07:00:00Z,Low,Day,32.75,26.47,1.29,98.03,6.06,0.15
Cabral,-17.568023,-149.867636,CSPRING,Spring,8/9/2021,13:00:00,2021-08-09T13:00:00Z,High,Day,2.819,23.89,4.29,868.38,14.53,0.44
Varari,-17.539674,-149.900158,Varari_Well,Well,8/5/2021,NA,NA,NA,Day,9.735,25.95,1.57,229.28,279.15,0.79
Varari,-17.539674,-149.900158,Varari_Well,Well,8/5/2021,NA,NA,NA,Day,9.671,25.95,1.57,229.28,279.15,0.79
Varari,-17.54012598,-149.90056,V3,Plate,8/6/2021,0:00:00,2021-08-05T00:00:00Z,High,Night,36.28,27.19,NA,NA,NA,NA
Varari,-17.54004803,-149.899985,V7,Plate,8/6/2021,0:00:00,2021-08-05T00:00:00Z,High,Night,36.28,27.22,NA,NA,NA,NA
Varari,-17.540749,-149.899133,V13,Plate,8/5/2021,0:00:00,2021-08-05T00:00:00Z,High,Night,36.52,27.01,NA,NA,NA,NA
Cabral,-17.51706904,-149.912949,C2,Plate,8/9/2021,19:00:00,2021-08-09T19:00:00Z,Low,Night,36.01,27.64,NA,NA,NA,NA
