KorDSS MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,5/16/2021 5:47,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Sigma-T (s t),Sigma (s),pH,pH (mV),ODO (% Sat),ODO (mg/L),Turbidity (FNU),TSS (mg/L)
5/15/2021,12:39:20 PM,<None>,,-17.52910 °,-149.77431 °,759.5,58967.2,54201.9,35.71,53675.7,35231,85.3,22.4,22.4,11.75,-441.8,138.2,8.64,3.87,0
5/15/2021,12:39:22 PM,<None>,,-17.52911 °,-149.77431 °,759.5,58973.7,54195.3,35.71,53667.5,35227,85.3,22.4,22.4,11.74,-441.5,138.3,8.65,3.89,0
5/15/2021,12:39:27 PM,<None>,,-17.52912 °,-149.77431 °,759.4,58994.7,54194.4,35.7,53664.1,35226,85.4,22.4,22.4,11.73,-441,138.8,8.68,3.79,0
5/15/2021,12:39:31 PM,<None>,,-17.52913 °,-149.77429 °,759.6,59059.6,54195.2,35.7,53657.3,35227,85.5,22.4,22.4,11.71,-440.1,139.3,8.7,3.78,0
5/15/2021,12:39:35 PM,<None>,,-17.52913 °,-149.77428 °,759.4,59110.3,54172.5,35.68,53626,35212,85.6,22.3,22.3,11.69,-439.2,139.1,8.67,3.72,0
5/15/2021,12:39:42 PM,<None>,,-17.52914 °,-149.77426 °,759.5,59094,54163.1,35.68,53617.5,35206,85.6,22.3,22.3,11.68,-438.8,141.5,8.83,4.07,0
5/15/2021,12:39:44 PM,<None>,,-17.52914 °,-149.77426 °,759.4,59101.1,54169.1,35.68,53623.3,35210,85.6,22.3,22.3,11.68,-438.7,142.8,8.91,4.13,0
5/15/2021,12:39:49 PM,<None>,,-17.52915 °,-149.77426 °,759.5,59111.8,54168.5,35.68,53621.4,35210,85.6,22.3,22.3,11.67,-438.4,143.5,8.95,4.48,0
5/15/2021,12:39:52 PM,<None>,,-17.52916 °,-149.77426 °,759.5,59118.2,54168,35.68,53620.1,35209,85.6,22.3,22.3,11.66,-438.1,143.7,8.96,4.47,0
5/15/2021,12:39:54 PM,<None>,,-17.52916 °,-149.77425 °,759.5,59124.5,54167.8,35.68,53619.2,35209,85.6,22.3,22.3,11.66,-437.9,144,8.98,4.53,0
5/15/2021,12:40:00 PM,<None>,,-17.52918 °,-149.77425 °,759.4,59158,54156.7,35.67,53602.8,35202,85.7,22.3,22.3,11.65,-437.3,145.2,9.05,5.52,0
5/15/2021,12:40:05 PM,<None>,,-17.52918 °,-149.77422 °,759.4,59163.5,54149.2,35.66,53593.8,35197,85.7,22.3,22.3,11.64,-436.8,145.7,9.08,5.25,0
5/15/2021,12:40:08 PM,<None>,,-17.52919 °,-149.77422 °,759.5,59153.4,54144.7,35.66,53589.9,35194,85.7,22.3,22.3,11.63,-436.6,145.8,9.08,4.93,0
5/15/2021,12:40:14 PM,<None>,,-17.52920 °,-149.77420 °,759.4,59142.7,54134,35.65,53579.2,35187,85.7,22.3,22.3,11.62,-436.3,145.8,9.08,3.61,0
5/15/2021,12:40:17 PM,<None>,,-17.52920 °,-149.77420 °,759.4,59148.5,54123.2,35.64,53566.4,35180,85.7,22.3,22.3,11.62,-435.9,145.9,9.09,3.43,0
5/15/2021,12:40:24 PM,<None>,,-17.52921 °,-149.77419 °,759.4,59167.2,54100.2,35.62,53538.5,35165,85.8,22.2,22.2,11.6,-435.2,146.2,9.1,3.3,0
5/15/2021,12:40:31 PM,<None>,,-17.52923 °,-149.77417 °,759.5,59164.5,54076.6,35.61,53512.5,35150,85.9,22.2,22.2,11.59,-434.6,146.6,9.13,5.53,0
5/15/2021,12:40:38 PM,<None>,,-17.52924 °,-149.77417 °,759.4,59149.5,54059.9,35.59,53495.5,35139,85.9,22.2,22.2,11.58,-434.1,146.8,9.14,3.75,0
5/15/2021,12:40:45 PM,<None>,,-17.52925 °,-149.77415 °,759.4,59143.5,54052.5,35.59,53488,35134,85.9,22.2,22.2,11.57,-433.6,146.5,9.12,4.21,0
5/15/2021,12:40:49 PM,<None>,,-17.52926 °,-149.77415 °,759.4,59145.5,54045.9,35.58,53480.4,35130,85.9,22.2,22.2,11.56,-433.4,146.3,9.11,4.96,0
5/15/2021,12:40:53 PM,<None>,,-17.52927 °,-149.77414 °,759.4,59147.5,54038.1,35.58,53471.5,35125,85.9,22.2,22.2,11.55,-433,146.1,9.09,4.44,0
5/15/2021,12:40:57 PM,<None>,,-17.52927 °,-149.77414 °,759.4,59145,54034.2,35.57,53467.4,35122,85.9,22.2,22.2,11.55,-432.8,145.9,9.08,5,0
5/15/2021,12:41:03 PM,<None>,,-17.52929 °,-149.77412 °,759.4,59138.4,54035,35.57,53469,35123,85.9,22.2,22.2,11.54,-432.5,145.7,9.07,6.14,0
5/15/2021,12:41:11 PM,<None>,,-17.52930 °,-149.77411 °,759.4,59138.1,54038.5,35.58,53473,35125,85.9,22.2,22.2,11.54,-432.2,144.9,9.02,3.78,0
5/15/2021,12:41:18 PM,<None>,,-17.52931 °,-149.77409 °,759.4,59141.6,54033.5,35.57,53466.9,35122,85.9,22.2,22.2,11.53,-431.9,145.3,9.04,5.86,0
5/15/2021,12:41:24 PM,<None>,,-17.52932 °,-149.77409 °,759.4,59158.6,54035.7,35.57,53467.4,35123,85.9,22.2,22.2,11.52,-431.4,145.8,9.07,5.68,0
5/15/2021,12:41:29 PM,<None>,,-17.52933 °,-149.77408 °,759.4,59175.8,54033.1,35.57,53462.5,35122,86,22.2,22.2,11.51,-431.1,146,9.08,5.97,0
5/15/2021,12:41:36 PM,<None>,,-17.52934 °,-149.77406 °,759.4,59196.8,54024.1,35.56,53449.9,35116,86,22.1,22.1,11.5,-430.5,146.4,9.1,5.85,0
5/15/2021,12:42:26 PM,<None>,,-17.52933 °,-149.77406 °,759.4,59197.9,53994.9,35.54,53417.1,35097,86.1,22.1,22.1,11.45,-428.4,147.7,9.18,50,0
5/15/2021,12:43:24 PM,<None>,,-17.52933 °,-149.77406 °,759.5,59169.1,53996.4,35.54,53422.3,35098,86,22.1,22.1,11.42,-427.1,146.4,9.1,8.96,0
5/15/2021,12:43:26 PM,<None>,,-17.52933 °,-149.77406 °,759.4,59178.4,54007.8,35.55,53433.9,35105,86,22.1,22.1,11.42,-427.1,146.2,9.09,7.84,0
5/15/2021,12:54:31 PM,<None>,,-17.52934 °,-149.77406 °,759.3,59328.1,54049.5,35.58,53462.9,35132,86.2,22.1,22.1,11.01,-408.1,147,9.12,8.14,0
5/15/2021,12:55:46 PM,<None>,,-17.52933 °,-149.77406 °,759.3,59337.9,54060.7,35.59,53474.2,35139,86.2,22.1,22.1,11.06,-410.3,147.6,9.16,4.63,0
5/15/2021,1:06:55 PM,<None>,,-17.52933 °,-149.77406 °,759.2,59316.5,54069.9,35.6,53487.1,35145,86.1,22.1,22.1,10.86,-400.9,140.5,8.72,10.07,0
5/15/2021,1:08:02 PM,<None>,,-17.52933 °,-149.77406 °,759.2,59383.5,54104.1,35.62,53517.4,35168,86.2,22.2,22.2,10.84,-400.2,144.7,8.98,3.74,0
5/15/2021,1:08:04 PM,<None>,,-17.52933 °,-149.77406 °,759.2,59388.9,54110.4,35.63,53523.8,35172,86.2,22.2,22.2,10.85,-400.4,144.7,8.98,3.7,0
5/15/2021,1:17:03 PM,<None>,,-17.52934 °,-149.77403 °,759.2,59282.1,54119.4,35.64,53546.5,35178,86,22.2,22.2,10.97,-405.9,141.6,8.8,9.15,0
5/15/2021,1:17:10 PM,<None>,,-17.52934 °,-149.77403 °,759.1,59296.1,54124.1,35.64,53550.1,35181,86,22.2,22.2,10.97,-406.2,141.9,8.82,4.7,0
5/15/2021,1:17:14 PM,<None>,,-17.52935 °,-149.77402 °,759.2,59309.4,54123.5,35.64,53547.8,35180,86,22.2,22.2,10.98,-406.3,142.2,8.83,4.28,0
5/15/2021,1:17:17 PM,<None>,,-17.52935 °,-149.77402 °,759.1,59318.1,54121.6,35.64,53544.7,35179,86.1,22.2,22.2,10.98,-406.4,142.5,8.86,5.64,0
5/15/2021,1:17:22 PM,<None>,,-17.52936 °,-149.77400 °,759.1,59321,54118.2,35.63,53540.5,35177,86.1,22.2,22.2,10.98,-406.6,143.1,8.89,5.19,0
5/15/2021,1:17:26 PM,<None>,,-17.52937 °,-149.77400 °,759.1,59328.5,54115.1,35.63,53536.2,35175,86.1,22.2,22.2,10.99,-406.8,143.5,8.92,5.78,0
5/15/2021,1:17:30 PM,<None>,,-17.52937 °,-149.77399 °,759.1,59337.4,54113.6,35.63,53533.4,35174,86.1,22.2,22.2,10.99,-406.9,143.9,8.94,5.65,0
5/15/2021,1:17:34 PM,<None>,,-17.52938 °,-149.77399 °,759.1,59343.9,54110.4,35.63,53529.1,35172,86.1,22.2,22.2,10.99,-407,144.3,8.96,4.49,0
5/15/2021,1:17:38 PM,<None>,,-17.52939 °,-149.77399 °,759.2,59355.2,54112,35.63,53529.6,35173,86.1,22.2,22.2,10.99,-407.2,144.5,8.97,4.7,0
5/15/2021,1:17:42 PM,<None>,,-17.52940 °,-149.77397 °,759.1,59368.6,54108.6,35.62,53524.2,35171,86.2,22.2,22.2,11,-407.2,144.9,8.99,6.35,0
5/15/2021,1:17:46 PM,<None>,,-17.52941 °,-149.77397 °,759.1,59376.5,54105.2,35.62,53519.4,35168,86.2,22.2,22.2,11,-407.3,145.4,9.02,7.55,0
5/15/2021,1:17:50 PM,<None>,,-17.52942 °,-149.77397 °,759.1,59380,54098.3,35.62,53511.3,35164,86.2,22.2,22.2,11,-407.4,146.1,9.07,6.93,0
5/15/2021,1:17:56 PM,<None>,,-17.52943 °,-149.77396 °,759.1,59391.4,54092.3,35.61,53503.3,35160,86.2,22.1,22.1,11,-407.6,146.8,9.11,5.24,0
5/15/2021,1:18:01 PM,<None>,,-17.52944 °,-149.77396 °,759.1,59387.1,54086.5,35.61,53497.3,35156,86.2,22.1,22.1,11.01,-407.8,147.1,9.13,5.06,0
5/15/2021,1:18:07 PM,<None>,,-17.52945 °,-149.77396 °,759.2,59381.4,54079.6,35.6,53490.3,35152,86.2,22.1,22.1,11.01,-408,147.6,9.15,5.6,0
5/15/2021,1:18:12 PM,<None>,,-17.52945 °,-149.77396 °,759,59386.3,54077.2,35.6,53487,35150,86.3,22.1,22.1,11.01,-408.1,147.7,9.16,5.97,0
5/15/2021,1:18:22 PM,<None>,,-17.52946 °,-149.77394 °,759.1,59376.9,54073.6,35.6,53484,35148,86.2,22.1,22.1,11.02,-408.5,147.7,9.16,5.01,0
5/15/2021,1:18:30 PM,<None>,,-17.52947 °,-149.77391 °,759.1,59321.4,54077.8,35.6,53495.3,35151,86.1,22.1,22.1,11.04,-409.3,147,9.12,2.94,0
5/15/2021,1:18:35 PM,<None>,,-17.52948 °,-149.77391 °,759.1,59308.2,54077.1,35.6,53496.1,35150,86.1,22.2,22.2,11.05,-409.7,147,9.13,3,0
5/15/2021,1:18:42 PM,<None>,,-17.52950 °,-149.77390 °,759.1,59307.9,54072.8,35.6,53491.3,35147,86.1,22.2,22.2,11.06,-410.1,147.3,9.15,3.22,0
5/15/2021,1:18:47 PM,<None>,,-17.52951 °,-149.77388 °,759.1,59313.9,54066.8,35.59,53483.9,35143,86.1,22.1,22.1,11.06,-410.2,147.7,9.17,3.59,0
5/15/2021,1:18:54 PM,<None>,,-17.52952 °,-149.77388 °,759.1,59313.3,54061.3,35.59,53477.8,35140,86.2,22.1,22.1,11.07,-410.5,148,9.19,3.11,0
5/15/2021,1:19:01 PM,<None>,,-17.52954 °,-149.77388 °,759.1,59320.7,54058.6,35.59,53473.9,35138,86.2,22.1,22.1,11.07,-410.7,148.2,9.2,3.52,0
5/15/2021,1:19:06 PM,<None>,,-17.52956 °,-149.77386 °,759.1,59340.2,54052.2,35.58,53464.4,35134,86.2,22.1,22.1,11.07,-410.7,148.7,9.23,4.67,0
5/15/2021,1:19:14 PM,<None>,,-17.52958 °,-149.77386 °,759.1,59357.4,54045.5,35.58,53454.9,35130,86.3,22.1,22.1,11.07,-410.8,149.4,9.27,4.56,0
5/15/2021,1:19:20 PM,<None>,,-17.52958 °,-149.77385 °,759.1,59356.4,54045,35.58,53454.5,35129,86.3,22.1,22.1,11.08,-411.1,149.6,9.28,3.92,0
5/15/2021,1:19:24 PM,<None>,,-17.52959 °,-149.77383 °,759.1,59351.6,54044.8,35.58,53454.8,35129,86.3,22.1,22.1,11.08,-411.3,149.6,9.28,4.19,0
5/15/2021,1:19:28 PM,<None>,,-17.52960 °,-149.77383 °,759.1,59344.4,54046,35.58,53457,35130,86.2,22.1,22.1,11.09,-411.5,149.6,9.28,4.11,0
5/15/2021,1:19:35 PM,<None>,,-17.52962 °,-149.77380 °,759.1,59336,54048.1,35.58,53460.4,35131,86.2,22.1,22.1,11.09,-411.8,149.2,9.26,4.23,0
5/15/2021,1:19:40 PM,<None>,,-17.52963 °,-149.77380 °,759.1,59338.8,54047.2,35.58,53459.1,35131,86.2,22.1,22.1,11.1,-412,149,9.25,4.73,0
5/15/2021,1:19:45 PM,<None>,,-17.52965 °,-149.77379 °,759.1,59342.7,54044.3,35.58,53455.4,35129,86.2,22.1,22.1,11.1,-412.1,149.2,9.26,4.15,0
5/15/2021,1:19:50 PM,<None>,,-17.52967 °,-149.77379 °,759.1,59344.3,54043.6,35.57,53454.4,35128,86.3,22.1,22.1,11.1,-412.2,149.6,9.28,3.45,0
5/15/2021,1:19:54 PM,<None>,,-17.52968 °,-149.77377 °,759,59341.9,54043.5,35.57,53454.5,35128,86.2,22.1,22.1,11.11,-412.4,149.8,9.29,3.4,0
5/15/2021,1:19:58 PM,<None>,,-17.52969 °,-149.77376 °,759.1,59335.8,54043,35.57,53454.6,35128,86.2,22.1,22.1,11.11,-412.6,149.8,9.3,3.27,0
5/15/2021,1:20:02 PM,<None>,,-17.52970 °,-149.77376 °,759.1,59330.4,54044.8,35.58,53457.3,35129,86.2,22.1,22.1,11.11,-412.7,149.6,9.29,3.19,0
5/15/2021,1:20:07 PM,<None>,,-17.52972 °,-149.77376 °,759.1,59326.5,54046.1,35.58,53459.2,35130,86.2,22.1,22.1,11.12,-412.9,149.3,9.27,3.32,0
5/15/2021,1:20:12 PM,<None>,,-17.52973 °,-149.77376 °,759.1,59324.5,54038.1,35.57,53450.6,35125,86.2,22.1,22.1,11.12,-413.1,149.4,9.27,3.99,0
5/15/2021,1:20:15 PM,<None>,,-17.52974 °,-149.77374 °,759.1,59324.6,54031.5,35.57,53443.2,35120,86.2,22.1,22.1,11.12,-413.2,149.6,9.28,4.11,0
5/15/2021,1:20:19 PM,<None>,,-17.52975 °,-149.77374 °,759.1,59322.7,54022.7,35.56,53433.5,35115,86.3,22.1,22.1,11.13,-413.3,150,9.31,3.5,0
5/15/2021,1:20:22 PM,<None>,,-17.52975 °,-149.77373 °,758.9,59319.9,54021,35.56,53431.9,35114,86.3,22.1,22.1,11.13,-413.4,150.1,9.31,3.03,0
5/15/2021,1:20:26 PM,<None>,,-17.52977 °,-149.77373 °,759.1,59315.4,54020.8,35.56,53432.2,35114,86.2,22.1,22.1,11.13,-413.5,149.9,9.3,3.06,0
5/15/2021,1:20:30 PM,<None>,,-17.52978 °,-149.77373 °,759,59312.1,54021.9,35.56,53433.8,35114,86.2,22.1,22.1,11.13,-413.7,149.8,9.3,3.34,0
5/15/2021,1:20:35 PM,<None>,,-17.52979 °,-149.77371 °,759.1,59309.2,54021.5,35.56,53433.7,35114,86.2,22.1,22.1,11.14,-413.9,149.8,9.29,3.74,0
5/15/2021,1:20:41 PM,<None>,,-17.52979 °,-149.77371 °,759.1,59302.1,54016.4,35.55,53428.9,35111,86.2,22.1,22.1,11.14,-414.2,149.9,9.3,3.31,0
5/15/2021,1:20:44 PM,<None>,,-17.52980 °,-149.77371 °,759.1,59299.1,54009.5,35.55,53421.5,35106,86.2,22.1,22.1,11.15,-414.3,150.2,9.32,3.4,0
5/15/2021,1:20:46 PM,<None>,,-17.52980 °,-149.77371 °,759.1,59297.6,54003.7,35.55,53415.2,35102,86.2,22.1,22.1,11.15,-414.3,150.6,9.34,3.27,0
5/15/2021,1:20:50 PM,<None>,,-17.52981 °,-149.77371 °,759,59294.7,53992.3,35.54,53402.7,35095,86.3,22.1,22.1,11.15,-414.3,151.1,9.38,3.69,0
5/15/2021,1:20:52 PM,<None>,,-17.52982 °,-149.77371 °,759.1,59292.3,53987,35.53,53397.2,35092,86.3,22.1,22.1,11.15,-414.3,151.3,9.39,3.52,0
5/15/2021,1:20:55 PM,<None>,,-17.52982 °,-149.77371 °,759.1,59289.1,53981.9,35.53,53391.9,35088,86.3,22.1,22.1,11.15,-414.3,151.2,9.38,3.39,0
5/15/2021,1:21:00 PM,<None>,,-17.52984 °,-149.77371 °,759.1,59283.2,53973,35.52,53382.6,35082,86.3,22.1,22.1,11.15,-414.4,151,9.37,3.08,0
5/15/2021,1:21:05 PM,<None>,,-17.52985 °,-149.77370 °,759.1,59277.1,53962.8,35.51,53371.8,35076,86.3,22.1,22.1,11.15,-414.5,150.9,9.36,3.4,0
5/15/2021,1:21:12 PM,<None>,,-17.52987 °,-149.77368 °,759.1,59270.7,53953.1,35.51,53361.8,35070,86.3,22.1,22.1,11.15,-414.6,151.2,9.38,4.07,0
5/15/2021,1:21:18 PM,<None>,,-17.52988 °,-149.77368 °,759.1,59266.7,53950.1,35.5,53358.9,35068,86.3,22,22,11.16,-414.8,151.6,9.4,4.48,0
5/15/2021,1:21:23 PM,<None>,,-17.52989 °,-149.77367 °,759,59265.3,53949.7,35.5,53358.7,35067,86.3,22,22,11.16,-414.9,151.8,9.42,4.16,0
5/15/2021,1:21:29 PM,<None>,,-17.52990 °,-149.77365 °,759.1,59261.7,53953.5,35.51,53363.3,35070,86.3,22.1,22.1,11.16,-415.1,151.9,9.42,3.47,0
5/15/2021,1:21:35 PM,<None>,,-17.52991 °,-149.77364 °,759,59257.2,53957.2,35.51,53367.9,35072,86.3,22.1,22.1,11.17,-415.2,151.7,9.41,3.67,0
5/15/2021,1:21:38 PM,<None>,,-17.52992 °,-149.77364 °,759.1,59257.2,53959.4,35.51,53370.5,35074,86.3,22.1,22.1,11.17,-415.3,151.8,9.42,3.85,0
5/15/2021,1:26:07 PM,<None>,,-17.52991 °,-149.77362 °,759.1,59262.5,53925.9,35.49,53332.4,35052,86.3,22,22,11.27,-419.9,153.6,9.53,11.4,0
5/15/2021,1:27:11 PM,<None>,,-17.52991 °,-149.77362 °,759.1,59328.4,53978.8,35.52,53383.8,35086,86.3,22.1,22.1,11.28,-420.3,153.2,9.5,7.01,0
5/15/2021,1:27:12 PM,<None>,,-17.52991 °,-149.77362 °,759.1,59331.1,53983.2,35.53,53388.3,35089,86.3,22.1,22.1,11.28,-420.3,152.9,9.48,6.36,0
5/15/2021,1:37:25 PM,<None>,,-17.52991 °,-149.77362 °,759.1,59519,54029.5,35.56,53417.9,35119,86.6,22,22,10.87,-401.7,154.7,9.57,8.78,0
5/15/2021,1:38:57 PM,<None>,,-17.52991 °,-149.77364 °,759.1,59527.6,54012.7,35.54,53398.1,35108,86.6,22,22,11,-407.7,156,9.65,3.92,0
5/15/2021,1:38:59 PM,<None>,,-17.52991 °,-149.77364 °,759,59530.6,54018.4,35.55,53404.1,35112,86.6,22,22,11.01,-407.9,155.8,9.63,3.32,0
5/15/2021,1:51:47 PM,<None>,,-17.52990 °,-149.77364 °,758.9,59662.2,54043.5,35.56,53416.5,35128,86.8,22,22,11.02,-408.7,150.9,9.31,6.86,0
5/15/2021,1:52:49 PM,<None>,,-17.52990 °,-149.77364 °,759,59719.4,54062.2,35.58,53430.7,35140,86.9,22,22,11,-407.8,144.8,8.94,8.11,0
5/15/2021,1:55:55 PM,<None>,,-17.52995 °,-149.77357 °,758.9,59640.8,54070.5,35.59,53449.3,35146,86.7,22,22,11.18,-416.1,141.7,8.76,2.81,0
5/15/2021,1:55:58 PM,<None>,,-17.52995 °,-149.77357 °,759,59637.1,54085.9,35.6,53467,35156,86.7,22,22,11.16,-415.3,147.6,9.12,2.73,0
5/15/2021,1:56:02 PM,<None>,,-17.52996 °,-149.77357 °,759,59646,54091.5,35.6,53472.2,35159,86.7,22,22,11.13,-413.5,149.2,9.22,2.89,0
5/15/2021,1:56:05 PM,<None>,,-17.52997 °,-149.77357 °,759.1,59654.6,54099.5,35.61,53480.2,35165,86.7,22.1,22.1,11.11,-412.6,149.8,9.26,3.09,0
5/15/2021,1:56:08 PM,<None>,,-17.52998 °,-149.77357 °,759,59670.4,54094.8,35.6,53473,35162,86.7,22,22,11.09,-411.8,150.4,9.29,3.25,0
5/15/2021,1:56:11 PM,<None>,,-17.52999 °,-149.77356 °,759,59676.8,54090.5,35.6,53467.4,35159,86.7,22,22,11.08,-411.3,150.9,9.32,5.62,0
5/15/2021,1:56:14 PM,<None>,,-17.53000 °,-149.77356 °,759,59677.8,54085.5,35.6,53461.7,35156,86.7,22,22,11.07,-410.9,151.6,9.36,6.32,0
5/15/2021,1:56:17 PM,<None>,,-17.53001 °,-149.77356 °,759,59674.4,54084.2,35.59,53460.6,35155,86.7,22,22,11.06,-410.6,152.1,9.39,5.98,0
5/15/2021,1:56:20 PM,<None>,,-17.53001 °,-149.77354 °,759.1,59667.8,54086.5,35.6,53464,35156,86.7,22,22,11.06,-410.5,152.2,9.4,3.98,0
5/15/2021,1:56:23 PM,<None>,,-17.53002 °,-149.77354 °,759.1,59670.7,54090.4,35.6,53468,35159,86.7,22,22,11.06,-410.4,152.3,9.41,2.79,0
5/15/2021,1:56:26 PM,<None>,,-17.53003 °,-149.77354 °,759,59680.3,54086.1,35.6,53462.1,35156,86.8,22,22,11.05,-410.2,152.5,9.42,2.84,0
5/15/2021,1:56:32 PM,<None>,,-17.53005 °,-149.77353 °,759.1,59701.1,54076.3,35.59,53448.7,35150,86.8,22,22,11.05,-409.9,153.7,9.49,3.8,0
5/15/2021,1:56:36 PM,<None>,,-17.53006 °,-149.77353 °,758.9,59703.9,54074.5,35.59,53446.3,35148,86.8,22,22,11.05,-409.9,155,9.57,3.84,0
5/15/2021,1:56:39 PM,<None>,,-17.53007 °,-149.77353 °,759,59705.5,54073.3,35.59,53444.8,35148,86.8,22,22,11.05,-409.9,155.8,9.61,3.27,0
5/15/2021,1:56:42 PM,<None>,,-17.53008 °,-149.77353 °,759.1,59706.7,54070.6,35.58,53441.5,35146,86.8,22,22,11.05,-409.9,156,9.63,3.23,0
5/15/2021,1:56:45 PM,<None>,,-17.53009 °,-149.77351 °,758.9,59711.7,54066.4,35.58,53436.3,35143,86.8,22,22,11.05,-410,156,9.63,4.43,0
5/15/2021,1:56:49 PM,<None>,,-17.53010 °,-149.77351 °,759,59716.7,54060,35.57,53428.5,35139,86.9,22,22,11.05,-410,156.4,9.65,5.43,0
5/15/2021,1:56:52 PM,<None>,,-17.53010 °,-149.77353 °,759,59718,54054.6,35.57,53422.3,35135,86.9,22,22,11.05,-410,156.7,9.67,7.04,0
5/15/2021,1:56:55 PM,<None>,,-17.53011 °,-149.77353 °,759.1,59719.1,54049.1,35.57,53416.1,35132,86.9,22,22,11.05,-410,157.2,9.7,6.25,0
5/15/2021,1:56:58 PM,<None>,,-17.53012 °,-149.77353 °,759,59721.2,54044.1,35.56,53410.2,35129,86.9,22,22,11.05,-410.1,157.5,9.72,5.41,0
5/15/2021,1:57:02 PM,<None>,,-17.53013 °,-149.77353 °,759.1,59724,54039.1,35.56,53404.3,35125,86.9,22,22,11.05,-410.1,158,9.75,5.97,0
5/15/2021,1:57:04 PM,<None>,,-17.53014 °,-149.77353 °,759,59722.9,54035.7,35.56,53400.6,35123,86.9,22,22,11.05,-410.2,158.6,9.78,6.24,0
5/15/2021,1:57:13 PM,<None>,,-17.53015 °,-149.77351 °,759,59707.1,54027.7,35.55,53393.5,35118,86.9,22,22,11.06,-410.6,159.3,9.83,5.47,0
5/15/2021,1:57:19 PM,<None>,,-17.53017 °,-149.77351 °,759,59690.7,54012.5,35.54,53378.4,35108,86.9,22,22,11.07,-410.8,159.3,9.83,13.57,0
5/15/2021,1:57:23 PM,<None>,,-17.53018 °,-149.77350 °,759,59685.8,54005.3,35.53,53371,35103,86.9,21.9,21.9,11.07,-411,159.4,9.83,8.18,0
5/15/2021,1:57:26 PM,<None>,,-17.53019 °,-149.77350 °,758.9,59682.8,54003.1,35.53,53368.9,35102,86.9,21.9,21.9,11.07,-411.2,159.3,9.83,3.9,0
5/15/2021,1:57:29 PM,<None>,,-17.53020 °,-149.77350 °,759.1,59674.7,54000.2,35.53,53366.6,35100,86.9,22,22,11.08,-411.4,159.5,9.84,3.48,0
5/15/2021,1:57:33 PM,<None>,,-17.53021 °,-149.77350 °,759,59665,53996.8,35.53,53363.9,35098,86.9,22,22,11.08,-411.6,159.8,9.86,3.62,0
5/15/2021,1:57:37 PM,<None>,,-17.53021 °,-149.77348 °,759,59654.1,53995,35.53,53363.2,35097,86.9,22,22,11.09,-411.9,160.2,9.88,3.67,0
5/15/2021,1:57:40 PM,<None>,,-17.53022 °,-149.77345 °,758.9,59648.6,53995.1,35.53,53364,35097,86.9,22,22,11.1,-412.1,160.3,9.89,3.64,0
5/15/2021,1:57:43 PM,<None>,,-17.53022 °,-149.77345 °,759,59650.1,54000.5,35.53,53369.8,35100,86.9,22,22,11.1,-412.3,160.2,9.89,3.54,0
5/15/2021,1:57:47 PM,<None>,,-17.53023 °,-149.77344 °,758.9,59653,54006.8,35.54,53376.5,35104,86.8,22,22,11.1,-412.5,160.1,9.88,3.37,0
5/15/2021,1:57:49 PM,<None>,,-17.53023 °,-149.77344 °,759.1,59657.4,54012.8,35.54,53382.7,35108,86.8,22,22,11.11,-412.7,159.9,9.87,3.55,0
5/15/2021,1:57:52 PM,<None>,,-17.53024 °,-149.77344 °,758.9,59658.1,54014.7,35.54,53384.8,35110,86.8,22,22,11.11,-412.8,159.8,9.86,3.33,0
5/15/2021,1:57:55 PM,<None>,,-17.53025 °,-149.77344 °,758.9,59655.6,54016.9,35.54,53387.6,35111,86.8,22,22,11.11,-413,159.6,9.85,3.09,0
5/15/2021,1:57:59 PM,<None>,,-17.53027 °,-149.77344 °,759,59650.1,54020.6,35.55,53392.4,35113,86.8,22,22,11.12,-413.3,159.2,9.83,2.69,0
5/15/2021,1:58:02 PM,<None>,,-17.53027 °,-149.77344 °,758.9,59648.3,54023.9,35.55,53396.2,35116,86.8,22,22,11.12,-413.4,159,9.82,2.58,0
5/15/2021,1:58:06 PM,<None>,,-17.53028 °,-149.77342 °,759,59649.9,54026.2,35.55,53398.6,35117,86.8,22,22,11.13,-413.7,158.9,9.81,2.7,0
5/15/2021,1:58:13 PM,<None>,,-17.53030 °,-149.77342 °,759,59646.8,54024.6,35.55,53397.2,35116,86.8,22,22,11.14,-414.1,159.3,9.83,3.08,0
5/15/2021,1:58:19 PM,<None>,,-17.53031 °,-149.77341 °,759.1,59640.3,54024.3,35.55,53397.7,35116,86.8,22,22,11.15,-414.4,160.3,9.9,3.31,0
5/15/2021,1:58:26 PM,<None>,,-17.53032 °,-149.77339 °,759,59630.3,54023.3,35.55,53397.7,35115,86.8,22,22,11.15,-414.9,160.6,9.91,3.29,0
5/15/2021,1:58:31 PM,<None>,,-17.53034 °,-149.77339 °,759,59625.2,54027.3,35.55,53402.8,35118,86.8,22,22,11.16,-415.2,160.1,9.89,3.09,0
