#,Date-Time (French Polynesia Standard Time),Ch: 1 - Temperature   (°C ),Ch: 2 - Light   (lux),Button Down,Button Up,Host Connected,Stopped,End of File
1431,02/28/2023 14:16:00,32.56,64020.48,,,,,
1432,02/28/2023 14:18:00,32.82,47247.36,,,,,
1433,02/28/2023 14:20:00,31.87,16404.48,,,,,
1434,02/28/2023 14:22:00,31.66,11919.36,,,,,
1435,02/28/2023 14:24:00,31.49,8944.64,,,,,
1436,02/28/2023 14:26:00,31.31,6440.96,,,,,
1437,02/28/2023 14:28:00,31.23,6735.36,,,,,
1438,02/28/2023 14:30:00,31.14,8084.48,,,,,
1439,02/28/2023 14:32:00,31.06,11059.20,,,,,
1440,02/28/2023 14:34:00,31.14,17213.44,,,,,
1441,02/28/2023 14:36:00,31.27,20992.00,,,,,
1442,02/28/2023 14:38:00,31.40,22855.68,,,,,
1443,02/28/2023 14:40:00,31.83,45731.84,,,,,
1444,02/28/2023 14:42:00,31.53,32122.88,,,,,
1445,02/28/2023 14:44:00,31.49,33044.48,,,,,
1446,02/28/2023 14:46:00,31.61,35010.56,,,,,
1447,02/28/2023 14:48:00,31.87,133120.00,,,,,
1448,02/28/2023 14:50:00,32.30,62873.60,,,,,
1449,02/28/2023 14:52:00,32.47,60600.32,,,,,
1450,02/28/2023 14:54:00,32.39,60600.32,,,,,
1451,02/28/2023 14:56:00,31.61,16711.68,,,,,
1452,02/28/2023 14:58:00,31.31,12241.92,,,,,
1453,02/28/2023 15:00:00,31.19,9610.24,,,,,
1454,02/28/2023 15:02:00,31.06,9034.24,,,,,
1455,02/28/2023 15:04:00,30.97,7720.96,,,,,
1456,02/28/2023 15:06:00,30.89,6456.32,,,,,
1457,02/28/2023 15:08:00,30.84,5785.60,,,,,
1458,02/28/2023 15:10:00,30.80,5198.08,,,,,
1459,02/28/2023 15:12:00,30.76,4830.72,,,,,
1460,02/28/2023 15:14:00,30.71,3907.84,,,,,
1461,02/28/2023 15:16:00,30.63,3271.68,,,,,
1462,02/28/2023 15:18:00,30.59,3147.52,,,,,
1463,02/28/2023 15:20:00,30.63,3025.92,,,,,
1464,02/28/2023 15:22:00,30.54,2905.60,,,,,
1465,02/28/2023 15:24:00,30.54,3233.28,,,,,
1466,02/28/2023 15:26:00,30.59,4375.04,,,,,
1467,02/28/2023 15:28:00,30.54,3152.64,,,,,
1468,02/28/2023 15:30:00,30.50,2961.92,,,,,
1469,02/28/2023 15:32:00,30.46,3627.52,,,,,
1470,02/28/2023 15:34:00,30.46,3896.32,,,,,
1471,02/28/2023 15:36:00,30.41,4884.48,,,,,
1472,02/28/2023 15:38:00,30.46,6602.24,,,,,
1473,02/28/2023 15:40:00,30.46,7644.16,,,,,
1474,02/28/2023 15:42:00,30.54,9090.56,,,,,
1475,02/28/2023 15:44:00,30.50,9231.36,,,,,
1476,02/28/2023 15:46:00,30.50,9295.36,,,,,
1477,02/28/2023 15:48:00,30.46,7196.16,,,,,
1478,02/28/2023 15:50:00,30.41,4768.00,,,,,
1479,02/28/2023 15:52:00,30.37,3161.60,,,,,
1480,02/28/2023 15:54:00,30.28,3125.76,,,,,
1481,02/28/2023 15:56:00,30.28,3576.32,,,,,
1482,02/28/2023 15:58:00,30.20,2961.92,,,,,
1483,02/28/2023 16:00:00,30.11,1677.44,,,,,
1484,02/28/2023 16:02:00,30.07,1022.08,,,,,
1485,02/28/2023 16:04:00,30.07,771.84,,,,,
1486,02/28/2023 16:06:00,30.03,710.72,,,,,
1487,02/28/2023 16:08:00,29.98,894.08,,,,,
1488,02/28/2023 16:10:00,29.98,967.36,,,,,
1489,02/28/2023 16:12:00,29.98,1040.64,,,,,
1490,02/28/2023 16:14:00,29.94,1338.88,,,,,
1491,02/28/2023 16:16:00,29.90,1589.12,,,,,
1492,02/28/2023 16:18:00,29.90,1653.76,,,,,
1493,02/28/2023 16:20:00,29.86,1614.72,,,,,
1494,02/28/2023 16:22:00,29.81,1709.44,,,,,
1495,02/28/2023 16:24:00,29.81,1855.36,,,,,
1496,02/28/2023 16:26:00,29.77,1840.64,,,,,
1497,02/28/2023 16:28:00,29.73,1703.04,,,,,
1498,02/28/2023 16:30:00,29.68,1635.20,,,,,
1499,02/28/2023 16:32:00,29.64,1580.16,,,,,
1500,02/28/2023 16:34:00,29.64,1526.40,,,,,
1501,02/28/2023 16:36:00,29.64,1222.08,,,,,
1502,02/28/2023 16:38:00,29.64,1401.60,,,,,
1503,02/28/2023 16:40:00,29.60,1707.52,,,,,
1504,02/28/2023 16:42:00,29.64,1765.12,,,,,
1505,02/28/2023 16:44:00,29.60,1786.88,,,,,
1506,02/28/2023 16:46:00,29.56,1774.08,,,,,
1507,02/28/2023 16:48:00,29.60,1769.60,,,,,
1508,02/28/2023 16:50:00,29.64,1893.76,,,,,
1509,02/28/2023 16:52:00,29.64,1941.76,,,,,
1510,02/28/2023 16:54:00,29.64,1920.00,,,,,
1511,02/28/2023 16:56:00,29.56,1823.36,,,,,
1512,02/28/2023 16:58:00,29.56,1676.16,,,,,
1513,02/28/2023 17:00:00,29.64,1637.76,,,,,
1514,02/28/2023 17:02:00,29.60,1747.20,,,,,
1515,02/28/2023 17:04:00,29.56,1909.12,,,,,
1516,02/28/2023 17:06:00,29.60,1868.16,,,,,
1517,02/28/2023 17:08:00,29.60,1790.08,,,,,
1518,02/28/2023 17:10:00,29.60,1532.16,,,,,
1519,02/28/2023 17:12:00,29.56,1349.76,,,,,
1520,02/28/2023 17:14:00,29.56,1483.52,,,,,
1521,02/28/2023 17:16:00,29.56,1916.80,,,,,
1522,02/28/2023 17:18:00,29.56,2298.24,,,,,
1523,02/28/2023 17:20:00,29.64,2562.56,,,,,
1524,02/28/2023 17:22:00,29.64,2478.72,,,,,
1525,02/28/2023 17:24:00,29.60,2207.36,,,,,
1526,02/28/2023 17:26:00,29.64,1386.24,,,,,
1527,02/28/2023 17:28:00,29.64,955.52,,,,,
1528,02/28/2023 17:30:00,29.60,960.96,,,,,
1529,02/28/2023 17:32:00,29.51,1102.72,,,,,
1530,02/28/2023 17:34:00,29.60,1202.24,,,,,
1531,02/28/2023 17:36:00,29.60,1342.08,,,,,
1532,02/28/2023 17:38:00,29.56,1330.56,,,,,
1533,02/28/2023 17:40:00,29.56,1240.32,,,,,
1534,02/28/2023 17:42:00,29.56,1145.60,,,,,
1535,02/28/2023 17:44:00,29.51,1026.24,,,,,
1536,02/28/2023 17:46:00,29.51,916.80,,,,,
1537,02/28/2023 17:48:00,29.56,884.80,,,,,
1538,02/28/2023 17:50:00,29.51,864.00,,,,,
1539,02/28/2023 17:52:00,29.51,791.36,,,,,
1540,02/28/2023 17:54:00,29.51,730.88,,,,,
1541,02/28/2023 17:56:00,29.51,632.96,,,,,
1542,02/28/2023 17:58:00,29.51,533.12,,,,,
1543,02/28/2023 18:00:00,29.43,484.00,,,,,
1544,02/28/2023 18:02:00,29.51,436.96,,,,,
1545,02/28/2023 18:04:00,29.47,403.20,,,,,
1546,02/28/2023 18:06:00,29.47,322.64,,,,,
1547,02/28/2023 18:08:00,29.43,283.20,,,,,
1548,02/28/2023 18:10:00,29.43,250.16,,,,,
1549,02/28/2023 18:12:00,29.47,210.72,,,,,
1550,02/28/2023 18:14:00,29.43,170.40,,,,,
1551,02/28/2023 18:16:00,29.43,121.84,,,,,
1552,02/28/2023 18:18:00,29.38,92.04,,,,,
1553,02/28/2023 18:20:00,29.38,73.76,,,,,
1554,02/28/2023 18:22:00,29.38,64.34,,,,,
1555,02/28/2023 18:24:00,29.38,54.70,,,,,
1556,02/28/2023 18:26:00,29.43,46.94,,,,,
1557,02/28/2023 18:28:00,29.43,35.71,,,,,
1558,02/28/2023 18:30:00,29.38,22.90,,,,,
1559,02/28/2023 18:32:00,29.38,13.95,,,,,
1560,02/28/2023 18:34:00,29.38,7.77,,,,,
1561,02/28/2023 18:36:00,29.38,4.10,,,,,
1562,02/28/2023 18:38:00,29.43,2.05,,,,,
1563,02/28/2023 18:40:00,29.38,0.91,,,,,
1564,02/28/2023 18:42:00,29.43,0.68,,,,,
1565,02/28/2023 18:44:00,29.38,0.00,,,,,
1566,02/28/2023 18:46:00,29.43,0.00,,,,,
1567,02/28/2023 18:48:00,29.38,0.00,,,,,
1568,02/28/2023 18:50:00,29.43,0.00,,,,,
1569,02/28/2023 18:52:00,29.38,0.00,,,,,
1570,02/28/2023 18:54:00,29.38,0.00,,,,,
1571,02/28/2023 18:56:00,29.38,0.00,,,,,
1572,02/28/2023 18:58:00,29.38,0.00,,,,,
1573,02/28/2023 19:00:00,29.38,0.00,,,,,
1574,02/28/2023 19:02:00,29.38,0.00,,,,,
1575,02/28/2023 19:04:00,29.34,0.00,,,,,
1576,02/28/2023 19:06:00,29.38,0.00,,,,,
1577,02/28/2023 19:08:00,29.30,0.00,,,,,
1578,02/28/2023 19:10:00,29.34,0.00,,,,,
1579,02/28/2023 19:12:00,29.34,0.00,,,,,
1580,02/28/2023 19:14:00,29.34,0.00,,,,,
1581,02/28/2023 19:16:00,29.30,0.00,,,,,
1582,02/28/2023 19:18:00,29.30,0.00,,,,,
1583,02/28/2023 19:20:00,29.30,0.00,,,,,
1584,02/28/2023 19:22:00,29.30,0.00,,,,,
1585,02/28/2023 19:24:00,29.30,0.00,,,,,
1586,02/28/2023 19:26:00,29.34,0.00,,,,,
1587,02/28/2023 19:28:00,29.34,0.00,,,,,
1588,02/28/2023 19:30:00,29.30,0.00,,,,,
1589,02/28/2023 19:32:00,29.30,0.00,,,,,
1590,02/28/2023 19:34:00,29.30,0.00,,,,,
1591,02/28/2023 19:36:00,29.30,0.00,,,,,
1592,02/28/2023 19:38:00,29.30,0.00,,,,,
1593,02/28/2023 19:40:00,29.30,0.00,,,,,
1594,02/28/2023 19:42:00,29.30,0.00,,,,,
1595,02/28/2023 19:44:00,29.21,0.00,,,,,
1596,02/28/2023 19:46:00,29.26,0.00,,,,,
1597,02/28/2023 19:48:00,29.26,0.00,,,,,
1598,02/28/2023 19:50:00,29.26,0.00,,,,,
1599,02/28/2023 19:52:00,29.26,0.00,,,,,
1600,02/28/2023 19:54:00,29.17,0.00,,,,,
1601,02/28/2023 19:56:00,29.21,0.00,,,,,
1602,02/28/2023 19:58:00,29.21,0.00,,,,,
1603,02/28/2023 20:00:00,29.21,0.00,,,,,
1604,02/28/2023 20:02:00,29.17,0.00,,,,,
1605,02/28/2023 20:04:00,29.17,0.00,,,,,
1606,02/28/2023 20:06:00,29.21,0.00,,,,,
1607,02/28/2023 20:08:00,29.13,0.00,,,,,
1608,02/28/2023 20:10:00,29.17,0.00,,,,,
1609,02/28/2023 20:12:00,29.13,0.00,,,,,
1610,02/28/2023 20:14:00,29.08,0.00,,,,,
1611,02/28/2023 20:16:00,29.13,0.00,,,,,
1612,02/28/2023 20:18:00,29.13,0.00,,,,,
1613,02/28/2023 20:20:00,29.08,0.00,,,,,
1614,02/28/2023 20:22:00,29.08,0.00,,,,,
1615,02/28/2023 20:24:00,29.08,0.00,,,,,
1616,02/28/2023 20:26:00,29.13,0.00,,,,,
1617,02/28/2023 20:28:00,29.08,0.00,,,,,
1618,02/28/2023 20:30:00,29.08,0.00,,,,,
1619,02/28/2023 20:32:00,29.08,0.00,,,,,
1620,02/28/2023 20:34:00,29.00,0.00,,,,,
1621,02/28/2023 20:36:00,29.04,0.00,,,,,
1622,02/28/2023 20:38:00,29.04,0.00,,,,,
1623,02/28/2023 20:40:00,29.04,0.00,,,,,
1624,02/28/2023 20:42:00,28.95,0.00,,,,,
1625,02/28/2023 20:44:00,29.00,0.00,,,,,
1626,02/28/2023 20:46:00,28.95,0.00,,,,,
1627,02/28/2023 20:48:00,28.95,0.00,,,,,
1628,02/28/2023 20:50:00,28.95,0.00,,,,,
1629,02/28/2023 20:52:00,28.95,0.00,,,,,
1630,02/28/2023 20:54:00,29.00,0.00,,,,,
1631,02/28/2023 20:56:00,29.00,0.00,,,,,
1632,02/28/2023 20:58:00,28.95,0.00,,,,,
1633,02/28/2023 21:00:00,28.95,0.00,,,,,
1634,02/28/2023 21:02:00,28.95,0.00,,,,,
1635,02/28/2023 21:04:00,28.95,0.00,,,,,
1636,02/28/2023 21:06:00,28.95,0.00,,,,,
1637,02/28/2023 21:08:00,28.91,0.00,,,,,
1638,02/28/2023 21:10:00,28.91,0.00,,,,,
1639,02/28/2023 21:12:00,28.95,0.00,,,,,
1640,02/28/2023 21:14:00,28.91,0.00,,,,,
1641,02/28/2023 21:16:00,28.91,0.00,,,,,
1642,02/28/2023 21:18:00,28.91,0.00,,,,,
1643,02/28/2023 21:20:00,28.95,0.00,,,,,
1644,02/28/2023 21:22:00,29.00,0.00,,,,,
1645,02/28/2023 21:24:00,28.95,0.00,,,,,
1646,02/28/2023 21:26:00,29.00,0.00,,,,,
1647,02/28/2023 21:28:00,28.95,0.00,,,,,
1648,02/28/2023 21:30:00,28.95,0.00,,,,,
1649,02/28/2023 21:32:00,28.95,0.00,,,,,
1650,02/28/2023 21:34:00,28.91,0.00,,,,,
1651,02/28/2023 21:36:00,28.95,0.00,,,,,
1652,02/28/2023 21:38:00,28.87,0.00,,,,,
1653,02/28/2023 21:40:00,28.95,0.00,,,,,
1654,02/28/2023 21:42:00,28.95,0.00,,,,,
1655,02/28/2023 21:44:00,28.91,0.00,,,,,
1656,02/28/2023 21:46:00,28.95,0.00,,,,,
1657,02/28/2023 21:48:00,28.87,0.00,,,,,
1658,02/28/2023 21:50:00,28.91,0.00,,,,,
1659,02/28/2023 21:52:00,28.91,0.00,,,,,
1660,02/28/2023 21:54:00,28.87,0.00,,,,,
1661,02/28/2023 21:56:00,28.91,0.00,,,,,
1662,02/28/2023 21:58:00,28.87,0.00,,,,,
1663,02/28/2023 22:00:00,28.83,0.00,,,,,
1664,02/28/2023 22:02:00,28.83,0.00,,,,,
1665,02/28/2023 22:04:00,28.78,0.00,,,,,
1666,02/28/2023 22:06:00,28.83,0.00,,,,,
1667,02/28/2023 22:08:00,28.83,0.00,,,,,
1668,02/28/2023 22:10:00,28.87,0.00,,,,,
1669,02/28/2023 22:12:00,28.83,0.00,,,,,
1670,02/28/2023 22:14:00,28.83,0.00,,,,,
1671,02/28/2023 22:16:00,28.83,0.00,,,,,
1672,02/28/2023 22:18:00,28.87,0.00,,,,,
1673,02/28/2023 22:20:00,28.83,0.00,,,,,
1674,02/28/2023 22:22:00,28.83,0.00,,,,,
1675,02/28/2023 22:24:00,28.78,0.00,,,,,
1676,02/28/2023 22:26:00,28.78,0.00,,,,,
1677,02/28/2023 22:28:00,28.78,0.00,,,,,
1678,02/28/2023 22:30:00,28.78,0.00,,,,,
1679,02/28/2023 22:32:00,28.74,0.00,,,,,
1680,02/28/2023 22:34:00,28.74,0.00,,,,,
1681,02/28/2023 22:36:00,28.74,0.00,,,,,
1682,02/28/2023 22:38:00,28.74,0.00,,,,,
1683,02/28/2023 22:40:00,28.74,0.00,,,,,
1684,02/28/2023 22:42:00,28.70,0.00,,,,,
1685,02/28/2023 22:44:00,28.74,0.00,,,,,
1686,02/28/2023 22:46:00,28.70,0.00,,,,,
1687,02/28/2023 22:48:00,28.74,0.00,,,,,
1688,02/28/2023 22:50:00,28.70,0.00,,,,,
1689,02/28/2023 22:52:00,28.74,0.00,,,,,
1690,02/28/2023 22:54:00,28.74,0.00,,,,,
1691,02/28/2023 22:56:00,28.70,0.00,,,,,
1692,02/28/2023 22:58:00,28.61,0.00,,,,,
1693,02/28/2023 23:00:00,28.70,0.00,,,,,
1694,02/28/2023 23:02:00,28.70,0.00,,,,,
1695,02/28/2023 23:04:00,28.65,0.00,,,,,
1696,02/28/2023 23:06:00,28.65,0.00,,,,,
1697,02/28/2023 23:08:00,28.70,0.00,,,,,
1698,02/28/2023 23:10:00,28.65,0.00,,,,,
1699,02/28/2023 23:12:00,28.65,0.00,,,,,
1700,02/28/2023 23:14:00,28.65,0.00,,,,,
1701,02/28/2023 23:16:00,28.65,0.00,,,,,
1702,02/28/2023 23:18:00,28.61,0.00,,,,,
1703,02/28/2023 23:20:00,28.61,0.00,,,,,
1704,02/28/2023 23:22:00,28.61,0.00,,,,,
1705,02/28/2023 23:24:00,28.61,0.00,,,,,
1706,02/28/2023 23:26:00,28.57,0.00,,,,,
1707,02/28/2023 23:28:00,28.61,0.00,,,,,
1708,02/28/2023 23:30:00,28.57,0.00,,,,,
1709,02/28/2023 23:32:00,28.57,0.00,,,,,
1710,02/28/2023 23:34:00,28.57,0.00,,,,,
1711,02/28/2023 23:36:00,28.53,0.00,,,,,
1712,02/28/2023 23:38:00,28.57,0.00,,,,,
1713,02/28/2023 23:40:00,28.53,0.00,,,,,
1714,02/28/2023 23:42:00,28.53,0.00,,,,,
1715,02/28/2023 23:44:00,28.53,0.00,,,,,
1716,02/28/2023 23:46:00,28.53,0.00,,,,,
1717,02/28/2023 23:48:00,28.53,0.00,,,,,
1718,02/28/2023 23:50:00,28.53,0.00,,,,,
1719,02/28/2023 23:52:00,28.53,0.00,,,,,
1720,02/28/2023 23:54:00,28.53,0.00,,,,,
1721,02/28/2023 23:56:00,28.53,0.00,,,,,
1722,02/28/2023 23:58:00,28.53,0.00,,,,,
1723,03/01/2023 00:00:00,28.48,0.00,,,,,
1724,03/01/2023 00:02:00,28.53,0.00,,,,,
1725,03/01/2023 00:04:00,28.44,0.00,,,,,
1726,03/01/2023 00:06:00,28.44,0.00,,,,,
1727,03/01/2023 00:08:00,28.44,0.00,,,,,
1728,03/01/2023 00:10:00,28.40,0.00,,,,,
1729,03/01/2023 00:12:00,28.40,0.00,,,,,
1730,03/01/2023 00:14:00,28.40,0.00,,,,,
1731,03/01/2023 00:16:00,28.44,0.00,,,,,
1732,03/01/2023 00:18:00,28.40,0.00,,,,,
1733,03/01/2023 00:20:00,28.40,0.00,,,,,
1734,03/01/2023 00:22:00,28.40,0.00,,,,,
1735,03/01/2023 00:24:00,28.40,0.00,,,,,
1736,03/01/2023 00:26:00,28.40,0.00,,,,,
1737,03/01/2023 00:28:00,28.40,0.00,,,,,
1738,03/01/2023 00:30:00,28.40,0.00,,,,,
1739,03/01/2023 00:32:00,28.35,0.00,,,,,
1740,03/01/2023 00:34:00,28.35,0.00,,,,,
1741,03/01/2023 00:36:00,28.31,0.00,,,,,
1742,03/01/2023 00:38:00,28.35,0.00,,,,,
1743,03/01/2023 00:40:00,28.35,0.00,,,,,
1744,03/01/2023 00:42:00,28.31,0.00,,,,,
1745,03/01/2023 00:44:00,28.31,0.00,,,,,
1746,03/01/2023 00:46:00,28.31,0.00,,,,,
1747,03/01/2023 00:48:00,28.31,0.00,,,,,
1748,03/01/2023 00:50:00,28.31,0.00,,,,,
1749,03/01/2023 00:52:00,28.31,0.00,,,,,
1750,03/01/2023 00:54:00,28.31,0.00,,,,,
1751,03/01/2023 00:56:00,28.31,0.00,,,,,
1752,03/01/2023 00:58:00,28.27,0.00,,,,,
1753,03/01/2023 01:00:00,28.31,0.00,,,,,
1754,03/01/2023 01:02:00,28.31,0.00,,,,,
1755,03/01/2023 01:04:00,28.31,0.00,,,,,
1756,03/01/2023 01:06:00,28.27,0.00,,,,,
1757,03/01/2023 01:08:00,28.27,0.00,,,,,
1758,03/01/2023 01:10:00,28.27,0.00,,,,,
1759,03/01/2023 01:12:00,28.27,0.00,,,,,
1760,03/01/2023 01:14:00,28.27,0.00,,,,,
1761,03/01/2023 01:16:00,28.23,0.00,,,,,
1762,03/01/2023 01:18:00,28.27,0.00,,,,,
1763,03/01/2023 01:20:00,28.27,0.00,,,,,
1764,03/01/2023 01:22:00,28.23,0.00,,,,,
1765,03/01/2023 01:24:00,28.27,0.00,,,,,
1766,03/01/2023 01:26:00,28.23,0.00,,,,,
1767,03/01/2023 01:28:00,28.23,0.00,,,,,
1768,03/01/2023 01:30:00,28.23,0.00,,,,,
1769,03/01/2023 01:32:00,28.23,0.00,,,,,
1770,03/01/2023 01:34:00,28.18,0.00,,,,,
1771,03/01/2023 01:36:00,28.23,0.00,,,,,
1772,03/01/2023 01:38:00,28.23,0.00,,,,,
1773,03/01/2023 01:40:00,28.23,0.00,,,,,
1774,03/01/2023 01:42:00,28.23,0.00,,,,,
1775,03/01/2023 01:44:00,28.23,0.00,,,,,
1776,03/01/2023 01:46:00,28.23,0.00,,,,,
1777,03/01/2023 01:48:00,28.23,0.00,,,,,
1778,03/01/2023 01:50:00,28.23,0.00,,,,,
1779,03/01/2023 01:52:00,28.18,0.00,,,,,
1780,03/01/2023 01:54:00,28.18,0.00,,,,,
1781,03/01/2023 01:56:00,28.23,0.00,,,,,
1782,03/01/2023 01:58:00,28.23,0.00,,,,,
1783,03/01/2023 02:00:00,28.23,0.00,,,,,
1784,03/01/2023 02:02:00,28.27,0.00,,,,,
1785,03/01/2023 02:04:00,28.23,0.00,,,,,
1786,03/01/2023 02:06:00,28.27,0.00,,,,,
1787,03/01/2023 02:08:00,28.23,0.00,,,,,
1788,03/01/2023 02:10:00,28.23,0.00,,,,,
1789,03/01/2023 02:12:00,28.18,0.00,,,,,
1790,03/01/2023 02:14:00,28.18,0.00,,,,,
1791,03/01/2023 02:16:00,28.18,0.00,,,,,
1792,03/01/2023 02:18:00,28.18,0.00,,,,,
1793,03/01/2023 02:20:00,28.18,0.00,,,,,
1794,03/01/2023 02:22:00,28.23,0.00,,,,,
1795,03/01/2023 02:24:00,28.14,0.00,,,,,
1796,03/01/2023 02:26:00,28.14,0.00,,,,,
1797,03/01/2023 02:28:00,28.14,0.00,,,,,
1798,03/01/2023 02:30:00,28.14,0.00,,,,,
1799,03/01/2023 02:32:00,28.10,0.00,,,,,
1800,03/01/2023 02:34:00,28.14,0.00,,,,,
1801,03/01/2023 02:36:00,28.10,0.00,,,,,
1802,03/01/2023 02:38:00,28.14,0.00,,,,,
1803,03/01/2023 02:40:00,28.14,0.00,,,,,
1804,03/01/2023 02:42:00,28.14,0.00,,,,,
1805,03/01/2023 02:44:00,28.14,0.00,,,,,
1806,03/01/2023 02:46:00,28.14,0.00,,,,,
1807,03/01/2023 02:48:00,28.14,0.00,,,,,
1808,03/01/2023 02:50:00,28.14,0.00,,,,,
1809,03/01/2023 02:52:00,28.18,0.00,,,,,
1810,03/01/2023 02:54:00,28.18,0.00,,,,,
1811,03/01/2023 02:56:00,28.18,0.00,,,,,
1812,03/01/2023 02:58:00,28.18,0.00,,,,,
1813,03/01/2023 03:00:00,28.23,0.00,,,,,
1814,03/01/2023 03:02:00,28.18,0.00,,,,,
1815,03/01/2023 03:04:00,28.18,0.00,,,,,
1816,03/01/2023 03:06:00,28.23,0.00,,,,,
1817,03/01/2023 03:08:00,28.18,0.00,,,,,
1818,03/01/2023 03:10:00,28.18,0.00,,,,,
1819,03/01/2023 03:12:00,28.18,0.00,,,,,
1820,03/01/2023 03:14:00,28.18,0.00,,,,,
1821,03/01/2023 03:16:00,28.18,0.00,,,,,
1822,03/01/2023 03:18:00,28.14,0.00,,,,,
1823,03/01/2023 03:20:00,28.14,0.00,,,,,
1824,03/01/2023 03:22:00,28.18,0.00,,,,,
1825,03/01/2023 03:24:00,28.18,0.00,,,,,
1826,03/01/2023 03:26:00,28.18,0.00,,,,,
1827,03/01/2023 03:28:00,28.14,0.00,,,,,
1828,03/01/2023 03:30:00,28.18,0.00,,,,,
1829,03/01/2023 03:32:00,28.14,0.00,,,,,
1830,03/01/2023 03:34:00,28.18,0.00,,,,,
1831,03/01/2023 03:36:00,28.14,0.00,,,,,
1832,03/01/2023 03:38:00,28.18,0.00,,,,,
1833,03/01/2023 03:40:00,28.23,0.00,,,,,
1834,03/01/2023 03:42:00,28.18,0.00,,,,,
1835,03/01/2023 03:44:00,28.18,0.00,,,,,
1836,03/01/2023 03:46:00,28.18,0.00,,,,,
1837,03/01/2023 03:48:00,28.18,0.00,,,,,
1838,03/01/2023 03:50:00,28.18,0.00,,,,,
1839,03/01/2023 03:52:00,28.18,0.00,,,,,
1840,03/01/2023 03:54:00,28.14,0.00,,,,,
1841,03/01/2023 03:56:00,28.18,0.00,,,,,
1842,03/01/2023 03:58:00,28.18,0.00,,,,,
1843,03/01/2023 04:00:00,28.18,0.00,,,,,
1844,03/01/2023 04:02:00,28.18,0.00,,,,,
1845,03/01/2023 04:04:00,28.18,0.00,,,,,
1846,03/01/2023 04:06:00,28.18,0.00,,,,,
1847,03/01/2023 04:08:00,28.14,0.00,,,,,
1848,03/01/2023 04:10:00,28.18,0.00,,,,,
1849,03/01/2023 04:12:00,28.18,0.00,,,,,
1850,03/01/2023 04:14:00,28.18,0.00,,,,,
1851,03/01/2023 04:16:00,28.18,0.00,,,,,
1852,03/01/2023 04:18:00,28.18,0.00,,,,,
1853,03/01/2023 04:20:00,28.18,0.00,,,,,
1854,03/01/2023 04:22:00,28.18,0.00,,,,,
1855,03/01/2023 04:24:00,28.18,0.00,,,,,
1856,03/01/2023 04:26:00,28.18,0.00,,,,,
1857,03/01/2023 04:28:00,28.23,0.00,,,,,
1858,03/01/2023 04:30:00,28.18,0.00,,,,,
1859,03/01/2023 04:32:00,28.18,0.00,,,,,
1860,03/01/2023 04:34:00,28.14,0.00,,,,,
1861,03/01/2023 04:36:00,28.14,0.00,,,,,
1862,03/01/2023 04:38:00,28.14,0.00,,,,,
1863,03/01/2023 04:40:00,28.14,0.00,,,,,
1864,03/01/2023 04:42:00,28.14,0.00,,,,,
1865,03/01/2023 04:44:00,28.14,0.00,,,,,
1866,03/01/2023 04:46:00,28.18,0.00,,,,,
1867,03/01/2023 04:48:00,28.14,0.00,,,,,
1868,03/01/2023 04:50:00,28.18,0.00,,,,,
1869,03/01/2023 04:52:00,28.14,0.00,,,,,
1870,03/01/2023 04:54:00,28.10,0.00,,,,,
1871,03/01/2023 04:56:00,28.18,0.00,,,,,
1872,03/01/2023 04:58:00,28.18,0.00,,,,,
1873,03/01/2023 05:00:00,28.18,0.00,,,,,
1874,03/01/2023 05:02:00,28.18,0.00,,,,,
1875,03/01/2023 05:04:00,28.18,0.00,,,,,
1876,03/01/2023 05:06:00,28.14,0.00,,,,,
1877,03/01/2023 05:08:00,28.18,0.00,,,,,
1878,03/01/2023 05:10:00,28.18,0.00,,,,,
1879,03/01/2023 05:12:00,28.14,0.00,,,,,
1880,03/01/2023 05:14:00,28.18,0.00,,,,,
1881,03/01/2023 05:16:00,28.14,0.00,,,,,
1882,03/01/2023 05:18:00,28.10,0.00,,,,,
1883,03/01/2023 05:20:00,28.14,0.00,,,,,
1884,03/01/2023 05:22:00,28.14,0.00,,,,,
1885,03/01/2023 05:24:00,28.10,0.00,,,,,
1886,03/01/2023 05:26:00,28.14,0.00,,,,,
1887,03/01/2023 05:28:00,28.10,0.00,,,,,
1888,03/01/2023 05:30:00,28.10,0.00,,,,,
1889,03/01/2023 05:32:00,28.14,0.00,,,,,
1890,03/01/2023 05:34:00,28.10,0.22,,,,,
1891,03/01/2023 05:36:00,28.10,0.68,,,,,
1892,03/01/2023 05:38:00,28.14,1.59,,,,,
1893,03/01/2023 05:40:00,28.14,3.41,,,,,
1894,03/01/2023 05:42:00,28.14,6.60,,,,,
1895,03/01/2023 05:44:00,28.14,11.67,,,,,
1896,03/01/2023 05:46:00,28.14,19.91,,,,,
1897,03/01/2023 05:48:00,28.14,32.04,,,,,
1898,03/01/2023 05:50:00,28.14,48.32,,,,,
1899,03/01/2023 05:52:00,28.14,74.68,,,,,
1900,03/01/2023 05:54:00,28.14,115.92,,,,,
1901,03/01/2023 05:56:00,28.18,150.28,,,,,
1902,03/01/2023 05:58:00,28.18,199.68,,,,,
1903,03/01/2023 06:00:00,28.14,264.08,,,,,
1904,03/01/2023 06:02:00,28.18,361.12,,,,,
1905,03/01/2023 06:04:00,28.14,449.28,,,,,
1906,03/01/2023 06:06:00,28.14,538.08,,,,,
