DATE,TIME,SITE,DATA ID,GPS Latitude (°),GPS Longitude (°),Barometer (mmHg),Cond (µS/cm),Sp Cond (µS/cm),Sal (psu),nLFCond (µS/cm),TDS (mg/L),Temp (°F),Sigma-T (s t),Sigma (s),ODO (% Sat),ODO (mg/L)
5/13/2021,1:10:54 PM,<None>,,-17.53904 °,-149.90088 °,758.2,68887.1,64500.4,43.54,64022.6,41925,83.4,-8,-8,119.3,7.26
5/13/2021,1:11:33 PM,<None>,,-17.53919 °,-149.90079 °,758.2,68872.1,64476.3,43.52,63997.5,41910,83.4,-8,-8,119.4,7.27
5/13/2021,1:11:44 PM,<None>,,-17.53924 °,-149.90076 °,758.2,68865.1,64473.8,43.52,63995.5,41908,83.4,-8,-8,119.3,7.26
5/13/2021,1:13:04 PM,<None>,,-17.53949 °,-149.90054 °,758.2,68873.2,64494.9,43.54,64018.1,41922,83.4,-8,-8,119.8,7.29
5/13/2021,1:13:19 PM,<None>,,-17.53956 °,-149.90053 °,758.2,68891.8,64512.3,43.55,64035.3,41933,83.4,-8,-8,119.9,7.3
5/13/2021,1:13:32 PM,<None>,,-17.53958 °,-149.90048 °,758.2,68879.5,64499.6,43.54,64022.6,41925,83.4,-8,-8,119.8,7.3
5/13/2021,1:14:13 PM,<None>,,-17.53970 °,-149.90041 °,758.2,68823.3,64439.4,43.5,63961.9,41886,83.4,-8,-8,119.3,7.26
5/13/2021,1:14:34 PM,<None>,,-17.53974 °,-149.90036 °,758.1,68855.8,64469.2,43.52,63991.4,41905,83.4,-8,-8,119.6,7.28
5/13/2021,1:14:44 PM,<None>,,-17.53979 °,-149.90036 °,758.2,68870.2,64485.5,43.53,64008,41916,83.4,-8,-8,119.6,7.28
5/13/2021,1:14:57 PM,<None>,,-17.53984 °,-149.90038 °,758.2,68930.8,64549.9,43.58,64072.9,41957,83.4,-8,-8,119.6,7.28
5/13/2021,1:15:09 PM,<None>,,-17.53988 °,-149.90034 °,758.2,69003.2,64619.1,43.64,64141.7,42002,83.4,-8,-8,119.9,7.3
5/13/2021,1:15:37 PM,<None>,,-17.53995 °,-149.90034 °,758.2,69096.6,64701.1,43.7,64222.4,42056,83.4,-8,-8,120.4,7.32
5/13/2021,1:16:00 PM,<None>,,-17.53993 °,-149.90030 °,758.2,69033.2,64637.1,43.65,64158.3,42014,83.4,-8,-8,120.4,7.32
5/13/2021,1:16:20 PM,<None>,,-17.53991 °,-149.90025 °,758.1,69060.3,64666.9,43.67,64188.4,42033,83.4,-8,-8,120.4,7.33
5/13/2021,1:18:32 PM,<None>,,-17.54023 °,-149.90018 °,758.1,69304.6,64859.5,43.82,64375.1,42159,83.5,-8,-8,118.2,7.18
5/13/2021,5:07:27 PM,<None>,,0.00000 °,0.00000 °,758.2,69502.1,64666.8,43.66,64137.7,42033,84,-8,-8,119.1,7.2
5/13/2021,5:07:41 PM,<None>,,0.00000 °,0.00000 °,758.2,69531.4,64672.1,43.66,64140.2,42037,84.1,-8,-8,121.4,7.34
5/13/2021,5:07:52 PM,<None>,,0.00000 °,0.00000 °,758.3,69546.6,64676.5,43.67,64143.4,42040,84.1,-8,-8,122.1,7.38
5/13/2021,5:08:04 PM,<None>,,-17.54144 °,-149.89760 °,758.3,69579.2,64702.9,43.69,64169,42057,84.1,-8,-8,122.6,7.42
5/13/2021,5:08:14 PM,<None>,,-17.54145 °,-149.89758 °,758.3,69586,64713.8,43.69,64180.4,42064,84.1,-8,-8,122.9,7.43
5/13/2021,5:08:27 PM,<None>,,-17.54147 °,-149.89760 °,758.3,69604.3,64733.6,43.71,64200.4,42077,84.1,-8,-8,123.4,7.46
5/13/2021,5:08:43 PM,<None>,,-17.54148 °,-149.89761 °,758.3,69597.7,64737.3,43.71,64205.3,42079,84.1,-8,-8,123.6,7.48
5/13/2021,5:09:28 PM,<None>,,-17.54147 °,-149.89763 °,758.3,69610.4,64742.2,43.72,64209.2,42082,84.1,-8,-8,123.6,7.47
5/13/2021,5:09:49 PM,<None>,,-17.54148 °,-149.89763 °,758.3,69586.4,64727.3,43.7,64195.4,42073,84.1,-8,-8,123.6,7.48
5/13/2021,5:09:55 PM,<None>,,-17.54148 °,-149.89763 °,758.3,69600.6,64738.8,43.71,64206.6,42080,84.1,-8,-8,123.7,7.48
5/13/2021,5:10:08 PM,<None>,,-17.54150 °,-149.89763 °,758.2,69598.2,64743.2,43.72,64211.8,42083,84.1,-8,-8,123.6,7.48
5/13/2021,5:10:18 PM,<None>,,-17.54151 °,-149.89763 °,758.2,69597.4,64745.6,43.72,64214.5,42085,84.1,-8,-8,123.4,7.46
5/13/2021,5:10:27 PM,<None>,,-17.54152 °,-149.89763 °,758.4,69614.3,64759,43.73,64227.6,42093,84.1,-8,-8,123.6,7.47
5/13/2021,5:10:48 PM,<None>,,-17.54148 °,-149.89763 °,758.3,69595,64743.6,43.72,64212.7,42083,84.1,-8,-8,123.4,7.46
5/13/2021,5:15:40 PM,<None>,,-17.54138 °,-149.89775 °,758.2,69584.8,64726.6,43.7,64194.8,42072,84.1,-8,-8,122.7,7.42
5/13/2021,5:15:51 PM,<None>,,-17.54137 °,-149.89780 °,758.4,69569.5,64722.7,43.7,64192.3,42070,84.1,-8,-8,122.3,7.4
5/13/2021,5:16:15 PM,<None>,,-17.54134 °,-149.89787 °,758.3,69489.9,64655,43.65,64125.9,42026,84.1,-8,-8,122.7,7.42
5/13/2021,5:16:36 PM,<None>,,-17.54131 °,-149.89795 °,758.3,69363.3,64553.5,43.57,64027.2,41960,84,-8,-8,122.2,7.4
5/13/2021,5:16:54 PM,<None>,,-17.54129 °,-149.89801 °,758.3,69509.8,64688.9,43.68,64161.4,42048,84,-8,-8,122.5,7.41
5/13/2021,5:17:11 PM,<None>,,-17.54127 °,-149.89806 °,758.3,69486.8,64674.9,43.67,64148.5,42039,84,-8,-8,122.3,7.4
5/13/2021,5:17:22 PM,<None>,,-17.54127 °,-149.89807 °,758.2,69396.4,64601.3,43.61,64076.7,41991,84,-8,-8,122,7.39
5/13/2021,5:17:40 PM,<None>,,-17.54122 °,-149.89810 °,758.3,69407.8,64602.8,43.61,64077.1,41992,84,-8,-8,122,7.39
5/13/2021,5:18:02 PM,<None>,,-17.54118 °,-149.89818 °,758.4,69420.9,64630.2,43.63,64106.2,42010,84,-8,-8,121.5,7.35
5/13/2021,5:18:13 PM,<None>,,-17.54117 °,-149.89821 °,758.3,69455.7,64669.8,43.66,64146.3,42035,84,-8,-8,120.9,7.32
5/13/2021,5:18:22 PM,<None>,,-17.54116 °,-149.89824 °,758.3,69487.2,64708.1,43.69,64185.5,42060,84,-8,-8,120.3,7.28
5/13/2021,5:18:38 PM,<None>,,-17.54111 °,-149.89825 °,758.5,69480.4,64703.7,43.69,64181.3,42057,84,-8,-8,119.8,7.25
5/13/2021,5:18:53 PM,<None>,,-17.54111 °,-149.89830 °,758.5,69480.6,64694.9,43.68,64171.4,42052,84,-8,-8,119.7,7.24
5/13/2021,5:19:10 PM,<None>,,-17.54110 °,-149.89833 °,758.4,69487,64689.8,43.68,64165,42048,84,-8,-8,120,7.26
5/13/2021,5:19:23 PM,<None>,,-17.54107 °,-149.89836 °,758.5,69496.5,64700.8,43.69,64176.3,42056,84,-8,-8,119.9,7.25
5/13/2021,5:19:39 PM,<None>,,-17.54105 °,-149.89841 °,758.5,69504.1,64710.5,43.69,64186.1,42062,84,-8,-8,119.4,7.23
5/13/2021,5:19:58 PM,<None>,,-17.54105 °,-149.89844 °,758.5,69509.8,64708.5,43.69,64183.2,42061,84,-8,-8,119.8,7.25
5/13/2021,5:20:17 PM,<None>,,-17.54101 °,-149.89841 °,758.4,69490.6,64691.9,43.68,64167,42050,84,-8,-8,120,7.26
5/13/2021,5:20:37 PM,<None>,,-17.54096 °,-149.89845 °,758.5,69439.7,64648.2,43.65,64124.1,42021,84,-8,-8,121.2,7.34
5/13/2021,5:20:52 PM,<None>,,-17.54095 °,-149.89848 °,758.4,69439.2,64648.2,43.65,64124.1,42021,84,-8,-8,120.7,7.31
5/13/2021,5:21:05 PM,<None>,,-17.54092 °,-149.89851 °,758.5,69438,64648.6,43.65,64124.7,42022,84,-8,-8,120.6,7.3
5/13/2021,5:21:16 PM,<None>,,-17.54090 °,-149.89854 °,758.4,69433.9,64646.9,43.64,64123.3,42020,84,-8,-8,120.7,7.31
5/13/2021,5:21:23 PM,<None>,,-17.54088 °,-149.89857 °,758.3,69430.9,64643.9,43.64,64120.3,42019,84,-8,-8,120.7,7.31
5/13/2021,5:21:33 PM,<None>,,-17.54087 °,-149.89862 °,758.4,69426.3,64635.4,43.64,64111.3,42013,84,-8,-8,120.3,7.28
5/13/2021,5:21:50 PM,<None>,,-17.54083 °,-149.89868 °,758.5,69415.2,64626.3,43.63,64102.4,42007,84,-8,-8,120.1,7.27
5/13/2021,5:22:04 PM,<None>,,-17.54079 °,-149.89874 °,758.4,69416.9,64627.5,43.63,64103.7,42008,84,-8,-8,120.7,7.31
5/13/2021,5:22:23 PM,<None>,,-17.54075 °,-149.89877 °,758.4,69397,64612.4,43.62,64089,41998,84,-8,-8,121.2,7.34
5/13/2021,5:22:40 PM,<None>,,-17.54076 °,-149.89882 °,758.3,69405.8,64619.1,43.62,64095.5,42002,84,-8,-8,121,7.32
5/13/2021,5:22:58 PM,<None>,,-17.54077 °,-149.89888 °,758.4,69412.4,64623.3,43.63,64099.5,42005,84,-8,-8,120.5,7.29
5/13/2021,5:23:05 PM,<None>,,-17.54077 °,-149.89890 °,758.2,69427.3,64637.3,43.64,64113.3,42014,84,-8,-8,119.9,7.26
5/13/2021,5:23:13 PM,<None>,,-17.54075 °,-149.89891 °,758.4,69427.6,64637.2,43.64,64113.2,42014,84,-8,-8,119.7,7.25
5/13/2021,5:23:18 PM,<None>,,-17.54074 °,-149.89894 °,758.3,69420.7,64631,43.63,64107.1,42010,84,-8,-8,119.9,7.26
5/13/2021,5:23:23 PM,<None>,,-17.54072 °,-149.89896 °,758.3,69417,64628,43.63,64104.1,42008,84,-8,-8,120.1,7.27
5/13/2021,5:23:36 PM,<None>,,-17.54069 °,-149.89900 °,758.2,69421.8,64631,43.63,64106.9,42010,84,-8,-8,120.2,7.27
5/13/2021,5:23:48 PM,<None>,,-17.54067 °,-149.89906 °,758.3,69413.9,64623.9,43.63,64099.9,42006,84,-8,-8,120.2,7.28
5/13/2021,5:24:02 PM,<None>,,-17.54064 °,-149.89912 °,758.3,69404,64613.9,43.62,64089.9,41999,84,-8,-8,120.8,7.31
5/13/2021,5:24:18 PM,<None>,,-17.54062 °,-149.89919 °,758.3,69416.6,64625.7,43.63,64101.6,42007,84,-8,-8,120.7,7.31
5/13/2021,5:24:27 PM,<None>,,-17.54061 °,-149.89922 °,758.3,69441.8,64648.7,43.65,64124.4,42022,84,-8,-8,120.4,7.29
5/13/2021,5:24:45 PM,<None>,,-17.54056 °,-149.89928 °,758.4,69460.9,64671.2,43.66,64147.3,42036,84,-8,-8,119.9,7.26
5/13/2021,5:24:59 PM,<None>,,-17.54055 °,-149.89935 °,758.4,69467.4,64678.2,43.67,64154.3,42041,84,-8,-8,120,7.26
5/13/2021,5:25:05 PM,<None>,,-17.54055 °,-149.89937 °,758.4,69481.3,64693,43.68,64169.3,42050,84,-8,-8,119.9,7.26
5/13/2021,5:25:14 PM,<None>,,-17.54055 °,-149.89941 °,758.4,69506,64719.3,43.7,64195.7,42068,84,-8,-8,119.6,7.24
5/13/2021,5:25:23 PM,<None>,,-17.54055 °,-149.89946 °,758.4,69539.6,64759.3,43.73,64236.5,42094,83.9,-8,-8,119.4,7.23
5/13/2021,5:25:33 PM,<None>,,-17.54052 °,-149.89951 °,758.3,69578.6,64797.2,43.76,64274.3,42118,83.9,-8,-8,119,7.2
5/13/2021,5:25:41 PM,<None>,,-17.54050 °,-149.89954 °,758.3,69583.2,64802.5,43.77,64279.6,42122,83.9,-8,-8,118.9,7.19
5/13/2021,5:25:49 PM,<None>,,-17.54049 °,-149.89957 °,758.4,69587.3,64806,43.77,64283.1,42124,83.9,-8,-8,118.9,7.19
5/13/2021,5:25:56 PM,<None>,,-17.54047 °,-149.89960 °,758.4,69601.7,64816.6,43.78,64293.3,42131,84,-8,-8,118.8,7.19
5/13/2021,5:26:07 PM,<None>,,-17.54045 °,-149.89964 °,758.4,69622.9,64833.3,43.79,64309.4,42142,84,-8,-8,118.7,7.18
5/13/2021,5:27:10 PM,<None>,,-17.54041 °,-149.89966 °,758.5,67042.5,62629.5,42.1,62148.1,40709,83.6,27.5,27.5,114.8,7.03
5/13/2021,5:27:17 PM,<None>,,-17.54040 °,-149.89966 °,758.4,59748.1,55916.9,37.02,55499.5,36346,83.5,23.7,23.7,104.5,6.64
5/13/2021,5:27:34 PM,<None>,,-17.54039 °,-149.89964 °,758.4,69272.5,64548.5,43.57,64032.1,41957,83.9,-8,-8,117.7,7.13
5/13/2021,5:27:51 PM,<None>,,-17.54038 °,-149.89964 °,758.5,68722.2,64073.1,43.21,63565.1,41648,83.8,-8,-8,117.5,7.14
5/13/2021,5:28:02 PM,<None>,,-17.54036 °,-149.89967 °,758.5,69417.7,64665.7,43.66,64146.2,42033,83.9,-8,-8,118.4,7.17
5/13/2021,5:28:09 PM,<None>,,-17.54035 °,-149.89969 °,758.4,69410.8,64657.5,43.65,64137.7,42027,83.9,-8,-8,118.5,7.18
5/13/2021,5:28:15 PM,<None>,,-17.54033 °,-149.89972 °,758.5,69346.4,64601.3,43.61,64082.5,41991,83.9,-8,-8,118.5,7.18
5/13/2021,5:28:31 PM,<None>,,-17.54030 °,-149.89977 °,758.5,69517.2,64741.1,43.72,64218.8,42082,83.9,-8,-8,118.6,7.18
5/13/2021,5:28:47 PM,<None>,,-17.54029 °,-149.89980 °,758.5,69536.1,64745.7,43.72,64221.8,42085,84,-8,-8,118.5,7.17
5/13/2021,5:28:53 PM,<None>,,-17.54028 °,-149.89981 °,758.5,69546.4,64749.8,43.72,64225.1,42087,84,-8,-8,118.5,7.17
5/13/2021,5:28:57 PM,<None>,,-17.54027 °,-149.89981 °,758.5,69529.6,64735.6,43.71,64211.2,42078,84,-8,-8,118.4,7.17
5/13/2021,5:29:04 PM,<None>,,-17.54025 °,-149.89984 °,758.5,69476.4,64691.1,43.68,64167.7,42049,84,-8,-8,118.3,7.16
5/13/2021,5:29:16 PM,<None>,,-17.54026 °,-149.89986 °,758.5,69409.5,64636.4,43.64,64114.4,42014,84,-8,-8,118.2,7.16
5/13/2021,5:29:46 PM,<None>,,-17.54028 °,-149.89986 °,758.5,69052.7,64332.2,43.4,63816.1,41816,83.9,-8,-8,117.8,7.14
5/13/2021,5:30:03 PM,<None>,,-17.54031 °,-149.89987 °,758.5,69161.8,64428.6,43.48,63911.1,41879,83.9,-8,-8,117.8,7.14
5/13/2021,5:30:14 PM,<None>,,-17.54030 °,-149.89990 °,758.5,69272,64517.3,43.55,63997.3,41936,83.9,-8,-8,117.8,7.14
5/13/2021,5:30:23 PM,<None>,,-17.54031 °,-149.89989 °,758.5,69198,64452.7,43.5,63933.8,41894,83.9,-8,-8,117.5,7.12
5/13/2021,5:30:31 PM,<None>,,-17.54033 °,-149.89990 °,758.5,69093.2,64367.6,43.43,63851,41839,83.9,-8,-8,117.5,7.13
5/13/2021,5:30:40 PM,<None>,,-17.54036 °,-149.89992 °,758.5,69322,64555.3,43.57,64034,41961,84,-8,-8,117.7,7.13
5/13/2021,5:30:48 PM,<None>,,-17.54037 °,-149.89995 °,758.5,69252.3,64495,43.53,63974.8,41922,83.9,-8,-8,117.6,7.13
5/13/2021,5:30:56 PM,<None>,,-17.54037 °,-149.89996 °,758.5,69262.7,64498.7,43.53,63977.6,41924,84,-8,-8,117.5,7.12
5/13/2021,5:31:06 PM,<None>,,-17.54039 °,-149.89998 °,758.5,69221.6,64464.3,43.5,63944,41902,83.9,-8,-8,117.2,7.1
5/13/2021,5:31:11 PM,<None>,,-17.54040 °,-149.89999 °,758.5,69244.1,64485.3,43.52,63964.9,41915,83.9,-8,-8,117.2,7.1
5/13/2021,5:31:18 PM,<None>,,-17.54041 °,-149.90004 °,758.5,69329.1,64555.4,43.57,64033.3,41961,84,-8,-8,117.5,7.11
5/13/2021,5:31:28 PM,<None>,,-17.54041 °,-149.90009 °,758.5,69580.8,64754.3,43.73,64226.2,42090,84,-8,-8,117.9,7.13
5/13/2021,5:31:37 PM,<None>,,-17.54041 °,-149.90012 °,758.4,69688.5,64835.9,43.79,64304.8,42143,84.1,-8,-8,117.7,7.11
5/13/2021,5:31:42 PM,<None>,,-17.54040 °,-149.90013 °,758.5,69682.8,64830.3,43.78,64299.2,42140,84.1,-8,-8,117.6,7.11
5/13/2021,5:31:46 PM,<None>,,-17.54040 °,-149.90013 °,758.5,69642.7,64799.3,43.76,64269.3,42120,84,-8,-8,117.6,7.11
5/13/2021,5:31:51 PM,<None>,,-17.54038 °,-149.90016 °,758.5,69629.3,64790.9,43.75,64261.5,42114,84,-8,-8,117.7,7.11
5/13/2021,5:31:58 PM,<None>,,-17.54037 °,-149.90018 °,758.5,69668.1,64820.8,43.78,64290.3,42134,84.1,-8,-8,117.4,7.1
5/13/2021,5:32:02 PM,<None>,,-17.54037 °,-149.90018 °,758.5,69621.4,64781.9,43.75,64252.3,42108,84,-8,-8,117.2,7.09
5/13/2021,5:32:12 PM,<None>,,-17.54033 °,-149.90021 °,758.5,69514.3,64697.9,43.68,64171,42054,84,-8,-8,116.6,7.06
5/13/2021,5:32:29 PM,<None>,,-17.54030 °,-149.90022 °,758.5,69262.3,64511.4,43.54,63991.9,41932,83.9,-8,-8,114.7,6.95
5/13/2021,5:32:34 PM,<None>,,-17.54030 °,-149.90025 °,758.5,69253.4,64507.4,43.54,63988.4,41930,83.9,-8,-8,114.5,6.94
5/13/2021,5:32:41 PM,<None>,,-17.54029 °,-149.90028 °,758.5,69279.5,64526.1,43.55,64006.3,41942,83.9,-8,-8,114.6,6.94
5/13/2021,5:32:45 PM,<None>,,-17.54029 °,-149.90030 °,758.5,69300.9,64541.3,43.56,64020.8,41952,83.9,-8,-8,114.8,6.95
5/13/2021,5:32:49 PM,<None>,,-17.54029 °,-149.90033 °,758.5,69318.8,64556.4,43.58,64035.6,41962,83.9,-8,-8,114.9,6.96
5/13/2021,5:32:55 PM,<None>,,-17.54027 °,-149.90034 °,758.5,69335.7,64568.9,43.59,64047.6,41970,84,-8,-8,115,6.97
5/13/2021,5:33:01 PM,<None>,,-17.54025 °,-149.90036 °,758.5,69326.6,64559.5,43.58,64038.2,41964,84,-8,-8,114.9,6.96
5/13/2021,5:33:12 PM,<None>,,-17.54026 °,-149.90036 °,758.5,69048.2,64328,43.4,63811.9,41813,83.9,-8,-8,113.9,6.91
5/13/2021,5:33:16 PM,<None>,,-17.54027 °,-149.90038 °,758.5,68950.2,64254.3,43.34,63741.1,41765,83.9,-8,-8,113.7,6.9
5/13/2021,5:33:20 PM,<None>,,-17.54028 °,-149.90039 °,758.5,69077.7,64364.5,43.43,63849.2,41837,83.9,-8,-8,114,6.92
5/13/2021,5:33:24 PM,<None>,,-17.54027 °,-149.90041 °,758.5,69249.8,64504.8,43.54,63986,41928,83.9,-8,-8,114.4,6.93
5/13/2021,5:33:30 PM,<None>,,-17.54026 °,-149.90042 °,758.6,69378.8,64604.4,43.61,64082.2,41993,84,-8,-8,115,6.97
5/13/2021,5:33:33 PM,<None>,,-17.54025 °,-149.90044 °,758.5,69379.4,64602,43.61,64079.4,41991,84,-8,-8,115.2,6.98
5/13/2021,5:33:38 PM,<None>,,-17.54024 °,-149.90044 °,758.5,69326.4,64557.6,43.58,64036,41962,84,-8,-8,115.1,6.97
5/13/2021,5:33:40 PM,<None>,,-17.54022 °,-149.90044 °,758.5,69259.1,64502,43.53,63981.8,41926,83.9,-8,-8,114.8,6.96
5/13/2021,5:33:58 PM,<None>,,-17.54017 °,-149.90045 °,758.5,68912.6,64220.2,43.32,63707.3,41743,83.9,-8,-8,112.6,6.84
5/13/2021,5:34:24 PM,<None>,,-17.54018 °,-149.90045 °,758.5,68746.8,64088.6,43.22,63579.6,41658,83.9,-8,-8,111.2,6.76
5/13/2021,5:34:32 PM,<None>,,-17.54019 °,-149.90045 °,758.7,68785.6,64139.8,43.26,63632.2,41691,83.8,-8,-8,111.6,6.78
5/13/2021,5:34:33 PM,<None>,,-17.54019 °,-149.90045 °,758.7,68794.8,64147.1,43.26,63639.3,41696,83.8,-8,-8,111.6,6.78
5/13/2021,5:34:33 PM,<None>,,-17.54019 °,-149.90045 °,758.5,68797,64147.8,43.26,63639.8,41696,83.8,-8,-8,111.6,6.78
5/13/2021,5:34:34 PM,<None>,,-17.54019 °,-149.90045 °,758.5,68798,64148.1,43.26,63640.1,41696,83.8,-8,-8,111.6,6.78
5/13/2021,5:34:35 PM,<None>,,-17.54019 °,-149.90045 °,758.5,68799.2,64148.8,43.26,63640.7,41697,83.8,-8,-8,111.6,6.78
5/13/2021,5:34:42 PM,<None>,,-17.54020 °,-149.90044 °,758.5,3866.2,3604.7,1.88,3576.2,2343,83.8,-2.6,-2.6,111.7,8.09
5/13/2021,5:34:50 PM,<None>,,-17.54021 °,-149.90042 °,758.5,68710.4,64110,43.24,63607.6,41671,83.8,-8,-8,111.1,6.75
5/13/2021,5:34:59 PM,<None>,,-17.54024 °,-149.90041 °,758.5,68756.5,64132.3,43.25,63627.1,41686,83.8,-8,-8,111.9,6.8
5/13/2021,5:35:09 PM,<None>,,-17.54026 °,-149.90039 °,758.5,23924,22307.9,13.37,22131.4,14500,83.8,6,6,113.5,7.74
5/13/2021,5:35:18 PM,<None>,,-17.54027 °,-149.90038 °,758.6,69010.8,64356.4,43.42,63847.9,41832,83.8,-8,-8,113.5,6.89
5/13/2021,5:35:25 PM,<None>,,-17.54025 °,-149.90034 °,758.5,68752.1,64120.6,43.24,63614.7,41678,83.8,-8,-8,113.6,6.9
5/13/2021,5:35:49 PM,<None>,,-17.54022 °,-149.90028 °,758.5,68632.1,64047.3,43.19,63546.7,41631,83.8,-8,-8,112.4,6.91
5/13/2021,5:35:52 PM,<None>,,-17.54022 °,-149.90028 °,758.5,9709.6,9061.5,5.04,8990.7,5890,83.7,-0.2,-0.2,113,8.53
5/13/2021,5:35:55 PM,<None>,,-17.54021 °,-149.90028 °,758.5,68633.7,64049.5,43.19,63548.9,41632,83.8,-8,-8,113.1,6.88
5/13/2021,5:36:04 PM,<None>,,-17.54019 °,-149.90024 °,758.5,68410.6,63841.7,43.03,63342.8,41497,83.8,-8,-8,113.7,6.92
5/13/2021,5:36:22 PM,<None>,,-17.54018 °,-149.90018 °,758.5,68394.2,63824.7,43.02,63325.8,41486,83.8,-8,-8,114.1,6.95
5/13/2021,5:36:34 PM,<None>,,-17.54016 °,-149.90013 °,758.5,68307.1,63740.1,42.95,63241.4,41431,83.8,28.1,28.1,113.6,6.92
5/13/2021,5:36:39 PM,<None>,,-17.54014 °,-149.90013 °,758.6,68259.1,63697.3,42.92,63199.2,41403,83.8,28.1,28.1,113.2,6.89
5/13/2021,5:36:43 PM,<None>,,-17.54012 °,-149.90013 °,758.5,68239.3,63682.9,42.91,63185.4,41394,83.8,28.1,28.1,112.9,6.87
5/13/2021,5:36:47 PM,<None>,,-17.54011 °,-149.90012 °,758.6,68343.9,63775.8,42.98,63277,41454,83.8,28.2,28.2,113.1,6.89
5/13/2021,5:36:52 PM,<None>,,-17.54009 °,-149.90012 °,758.5,68547.8,63950.1,43.11,63447.9,41568,83.8,-8,-8,114.1,6.94
5/13/2021,5:36:55 PM,<None>,,-17.54009 °,-149.90010 °,758.5,68747.8,64115.8,43.24,63609.8,41675,83.8,-8,-8,115.2,7
5/13/2021,5:36:59 PM,<None>,,-17.54009 °,-149.90009 °,758.5,68855.7,64204,43.31,63695.8,41733,83.8,-8,-8,115.9,7.04
5/13/2021,5:37:06 PM,<None>,,-17.54012 °,-149.90007 °,758.5,68891.9,64239.9,43.33,63731.6,41756,83.8,-8,-8,116.5,7.08
5/13/2021,5:37:10 PM,<None>,,-17.54012 °,-149.90004 °,758.5,68844.8,64201,43.3,63693.7,41731,83.8,-8,-8,116.4,7.07
5/13/2021,5:37:16 PM,<None>,,-17.54010 °,-149.90002 °,758.5,68811.7,64178,43.29,63671.8,41716,83.8,-8,-8,115.9,7.04
5/13/2021,5:37:24 PM,<None>,,-17.54009 °,-149.89999 °,758.5,67997.3,63412.4,42.7,62911.5,41218,83.8,27.9,27.9,116,7.07
5/13/2021,5:37:30 PM,<None>,,-17.54011 °,-149.89998 °,758.5,69075.2,64415.8,43.47,63906.8,41870,83.8,-8,-8,116.1,7.05
5/13/2021,5:37:39 PM,<None>,,-17.54012 °,-149.89993 °,758.5,68964.1,64302.3,43.38,63792.9,41797,83.8,-8,-8,117.1,7.11
5/13/2021,5:37:50 PM,<None>,,-17.54012 °,-149.89989 °,758.5,67802.3,63230,42.56,62730.5,41099,83.8,27.8,27.8,116.1,7.09
5/13/2021,5:37:59 PM,<None>,,-17.54013 °,-149.89987 °,758.5,68641.2,64039.9,43.18,63537.3,41626,83.8,-8,-8,117.3,7.13
5/13/2021,5:38:04 PM,<None>,,-17.54014 °,-149.89987 °,758.5,68519.6,63923.7,43.09,63421.8,41550,83.8,-8,-8,117.8,7.16
5/13/2021,5:38:11 PM,<None>,,-17.54015 °,-149.89984 °,758.5,68485.8,63910.3,43.08,63410.7,41542,83.8,-8,-8,118.1,7.19
5/13/2021,5:38:18 PM,<None>,,-17.54016 °,-149.89983 °,758.5,68024.6,63548.7,42.81,63060.4,41307,83.6,28,28,117.8,7.18
5/13/2021,5:38:24 PM,<None>,,-17.54017 °,-149.89981 °,758.5,67607.3,63225.1,42.56,62747.3,41096,83.5,27.9,27.9,117.3,7.17
5/13/2021,5:38:29 PM,<None>,,-17.54017 °,-149.89981 °,758.5,67715.1,63310.9,42.63,62830.7,41152,83.6,27.9,27.9,117.2,7.17
5/13/2021,5:38:33 PM,<None>,,-17.54017 °,-149.89978 °,758.5,67912.6,63487.6,42.76,63005,41267,83.6,28,28,117.4,7.17
5/13/2021,5:38:39 PM,<None>,,-17.54019 °,-149.89978 °,758.5,67454.6,63124.8,42.49,62653,41031,83.5,27.8,27.8,117.2,7.17
5/13/2021,5:38:43 PM,<None>,,-17.54020 °,-149.89977 °,758.5,67385,63060.9,42.44,62589.8,40990,83.5,27.8,27.8,116.9,7.16
5/13/2021,5:38:48 PM,<None>,,-17.54020 °,-149.89975 °,758.5,67458.3,63109.2,42.47,62635.2,41021,83.5,27.8,27.8,116.4,7.12
5/13/2021,5:38:51 PM,<None>,,-17.54021 °,-149.89975 °,758.5,67123.4,62822,42.25,62353.4,40834,83.4,27.7,27.7,116,7.11
5/13/2021,5:38:55 PM,<None>,,-17.54022 °,-149.89975 °,758.5,66633.5,62421.9,41.95,61963.3,40574,83.4,27.4,27.4,115.3,7.08
5/13/2021,5:38:59 PM,<None>,,-17.54023 °,-149.89973 °,758.5,66115.2,62007.6,41.63,61560.8,40305,83.2,27.2,27.2,114.2,7.04
5/13/2021,5:39:04 PM,<None>,,-17.54025 °,-149.89972 °,758.5,65634.8,61615,41.34,61178,40050,83.2,27,27,113.2,6.99
5/13/2021,5:39:09 PM,<None>,,-17.54026 °,-149.89970 °,758.5,65634.7,61586.5,41.31,61146.3,40031,83.2,27,27,112.5,6.95
5/13/2021,5:39:15 PM,<None>,,-17.54028 °,-149.89969 °,758.5,65442.7,61334,41.12,60886.9,39867,83.3,26.8,26.8,112.4,6.94
5/13/2021,5:39:21 PM,<None>,,-17.54030 °,-149.89967 °,758.5,65073.1,61039.6,40.9,60600.9,39676,83.2,26.7,26.7,111.2,6.89
